'DIMENSIONE';'TIME_SINGLE';'TIME_MULTI'
1100;'0.000002';'0.000540'
1100;'0.000002';'0.000491'
1100;'0.000001';'0.000707'
1100;'0.000002';'0.000622'
1100;'0.000002';'0.000521'
1100;'0.000002';'0.000490'
1100;'0.000002';'0.000533'
1100;'0.000002';'0.000533'
1100;'0.000001';'0.000440'
1100;'0.000001';'0.000481'
1100;'0.000001';'0.000884'
1100;'0.000002';'0.000717'
1100;'0.000002';'0.000529'
1100;'0.000002';'0.000569'
1100;'0.000002';'0.000479'
1100;'0.000001';'0.000488'
1100;'0.000002';'0.000547'
1100;'0.000001';'0.000823'
1100;'0.000002';'0.000577'
1100;'0.000001';'0.000602'
1100;'0.000002';'0.000762'
1100;'0.000002';'0.000684'
1100;'0.000002';'0.000705'
1100;'0.000001';'0.000546'
1100;'0.000002';'0.000990'
1100;'0.000001';'0.000693'
1100;'0.000001';'0.000667'
1100;'0.000001';'0.000541'
1100;'0.000001';'0.000696'
1100;'0.000001';'0.000617'
1100;'0.000001';'0.000521'
1100;'0.000001';'0.000590'
1100;'0.000001';'0.000559'
1100;'0.000002';'0.000432'
1100;'0.000001';'0.000476'
1100;'0.000001';'0.000499'
1100;'0.000002';'0.000550'
1100;'0.000001';'0.000673'
1100;'0.000001';'0.000605'
1100;'0.000002';'0.000510'
1100;'0.000002';'0.000561'
1100;'0.000002';'0.000776'
1100;'0.000001';'0.000587'
1100;'0.000001';'0.000629'
1100;'0.000001';'0.001222'
1100;'0.000001';'0.000894'
1100;'0.000002';'0.000561'
1100;'0.000002';'0.000712'
1100;'0.000001';'0.000533'
1100;'0.000002';'0.000653'
1100;'0.000001';'0.000594'
1100;'0.000001';'0.000528'
1100;'0.000001';'0.000591'
1100;'0.000002';'0.000631'
1100;'0.000002';'0.000707'
1100;'0.000002';'0.000733'
1100;'0.000002';'0.000786'
1100;'0.000002';'0.000842'
1100;'0.000001';'0.000608'
1100;'0.000002';'0.000459'
1100;'0.000002';'0.000583'
1100;'0.000001';'0.000753'
1100;'0.000002';'0.000684'
1100;'0.000001';'0.000716'
1100;'0.000001';'0.000736'
1200;'0.000003';'0.000652'
1200;'0.000003';'0.000685'
1200;'0.000003';'0.000432'
1200;'0.000003';'0.000627'
1200;'0.000004';'0.000598'
1200;'0.000003';'0.000546'
1200;'0.000003';'0.000809'
1200;'0.000003';'0.000591'
1200;'0.000003';'0.000617'
1200;'0.000003';'0.000536'
1200;'0.000004';'0.000535'
1200;'0.000003';'0.000536'
1200;'0.000004';'0.000772'
1200;'0.000004';'0.000538'
1200;'0.000003';'0.000741'
1200;'0.000003';'0.002005'
1200;'0.000003';'0.000597'
1200;'0.000003';'0.000559'
1200;'0.000003';'0.000493'
1200;'0.000003';'0.001000'
1200;'0.000003';'0.000758'
1200;'0.000003';'0.000642'
1200;'0.000004';'0.000469'
1200;'0.000003';'0.000707'
1200;'0.000003';'0.000629'
1200;'0.000004';'0.000685'
1200;'0.000004';'0.000781'
1200;'0.000004';'0.000463'
1200;'0.000003';'0.000766'
1200;'0.000003';'0.000460'
1200;'0.000004';'0.000739'
1200;'0.000003';'0.000492'
1200;'0.000003';'0.000541'
1200;'0.000003';'0.001051'
1200;'0.000003';'0.000766'
1200;'0.000003';'0.000924'
1200;'0.000004';'0.000857'
1200;'0.000004';'0.001240'
1200;'0.000003';'0.000945'
1200;'0.000004';'0.000652'
1200;'0.000003';'0.000582'
1200;'0.000003';'0.001933'
1200;'0.000003';'0.000706'
1200;'0.000003';'0.000795'
1200;'0.000004';'0.000798'
1200;'0.000004';'0.000601'
1200;'0.000003';'0.000775'
1200;'0.000003';'0.000689'
1200;'0.000003';'0.000618'
1200;'0.000003';'0.000697'
1200;'0.000003';'0.000973'
1200;'0.000003';'0.000712'
1200;'0.000003';'0.001078'
1200;'0.000002';'0.000690'
1200;'0.000003';'0.000804'
1200;'0.000004';'0.000690'
1200;'0.000003';'0.000751'
1200;'0.000004';'0.002151'
1200;'0.000004';'0.000871'
1200;'0.000003';'0.000823'
1200;'0.000003';'0.000968'
1200;'0.000004';'0.000556'
1200;'0.000004';'0.000544'
1200;'0.000003';'0.000734'
1200;'0.000004';'0.000688'
1200;'0.000003';'0.000844'
1200;'0.000003';'0.000945'
1200;'0.000003';'0.000826'
1200;'0.000003';'0.000718'
1200;'0.000003';'0.000915'
1200;'0.000003';'0.000667'
1200;'0.000003';'0.000748'
1200;'0.000003';'0.000710'
1200;'0.000003';'0.000645'
1200;'0.000003';'0.000698'
1200;'0.000003';'0.001241'
1200;'0.000004';'0.001065'
1200;'0.000004';'0.000841'
1200;'0.000003';'0.001066'
1200;'0.000003';'0.000889'
1200;'0.000003';'0.000880'
1200;'0.000004';'0.001245'
1200;'0.000003';'0.000891'
1200;'0.000003';'0.000838'
1200;'0.000003';'0.001040'
1200;'0.000003';'0.000848'
1200;'0.000003';'0.000862'
1200;'0.000003';'0.000887'
1200;'0.000003';'0.000884'
1200;'0.000003';'0.000981'
1200;'0.000003';'0.000841'
1200;'0.000003';'0.000990'
1200;'0.000004';'0.000947'
1200;'0.000003';'0.001316'
1200;'0.000004';'0.000657'
1200;'0.000004';'0.000760'
1200;'0.000003';'0.000891'
1200;'0.000003';'0.000689'
1200;'0.000003';'0.000881'
1200;'0.000004';'0.000664'
1300;'0.000006';'0.000757'
1300;'0.000006';'0.000570'
1300;'0.000005';'0.000887'
1300;'0.000006';'0.000887'
1300;'0.000013';'0.000823'
1300;'0.000006';'0.000844'
1300;'0.000005';'0.000939'
1300;'0.000005';'0.000711'
1300;'0.000006';'0.000877'
1300;'0.000006';'0.000559'
1300;'0.000005';'0.000878'
1300;'0.000006';'0.000893'
1300;'0.000006';'0.000884'
1300;'0.000005';'0.000911'
1300;'0.000006';'0.000901'
1300;'0.000005';'0.000945'
1300;'0.000005';'0.001171'
1300;'0.000006';'0.001133'
1300;'0.000005';'0.000960'
1300;'0.000006';'0.000792'
1300;'0.000006';'0.000720'
1300;'0.000005';'0.001335'
1300;'0.000005';'0.001040'
1300;'0.000006';'0.001127'
1300;'0.000005';'0.000923'
1300;'0.000005';'0.001461'
1300;'0.000006';'0.001141'
1300;'0.000006';'0.000830'
1300;'0.000006';'0.000921'
1300;'0.000006';'0.000944'
1300;'0.000005';'0.000785'
1300;'0.000005';'0.000828'
1300;'0.000006';'0.000931'
1300;'0.000006';'0.000869'
1300;'0.000006';'0.000950'
1300;'0.000006';'0.001016'
1300;'0.000006';'0.001856'
1300;'0.000005';'0.000917'
1300;'0.000006';'0.001510'
1300;'0.000006';'0.001105'
1300;'0.000006';'0.001111'
1300;'0.000006';'0.007352'
1300;'0.000005';'0.000849'
1300;'0.000006';'0.000784'
1300;'0.000005';'0.001117'
1300;'0.000005';'0.010583'
1300;'0.000005';'0.000798'
1300;'0.000006';'0.008132'
1300;'0.000006';'0.000810'
1300;'0.000005';'0.000879'
1300;'0.000006';'0.000929'
1300;'0.000006';'0.000720'
1300;'0.000005';'0.000806'
1300;'0.000006';'0.000895'
1300;'0.000006';'0.000815'
1300;'0.000006';'0.000836'
1300;'0.000006';'0.000890'
1300;'0.000006';'0.000735'
1300;'0.000006';'0.000732'
1300;'0.000005';'0.000755'
1300;'0.000006';'0.002536'
1300;'0.000006';'0.000929'
1300;'0.000006';'0.000785'
1300;'0.000006';'0.000928'
1300;'0.000006';'0.000894'
1300;'0.000006';'0.000783'
1300;'0.000006';'0.000738'
1300;'0.000005';'0.000775'
1300;'0.000006';'0.000773'
1300;'0.000006';'0.004105'
1300;'0.000006';'0.000803'
1300;'0.000006';'0.000742'
1300;'0.000006';'0.000755'
1300;'0.000006';'0.000751'
1300;'0.000007';'0.000825'
1300;'0.000006';'0.000771'
1300;'0.000005';'0.001327'
1300;'0.000006';'0.000907'
1300;'0.000006';'0.001189'
1300;'0.000006';'0.000888'
1300;'0.000006';'0.000912'
1300;'0.000005';'0.000882'
1300;'0.000005';'0.000747'
1300;'0.000006';'0.005529'
1300;'0.000006';'0.000746'
1300;'0.000005';'0.000837'
1300;'0.000005';'0.000807'
1300;'0.000006';'0.000882'
1300;'0.000005';'0.000892'
1300;'0.000005';'0.000897'
1300;'0.000006';'0.000790'
1300;'0.000005';'0.000988'
1300;'0.000006';'0.000782'
1300;'0.000006';'0.000789'
1300;'0.000006';'0.000882'
1300;'0.000006';'0.000795'
1300;'0.000006';'0.000857'
1300;'0.000006';'0.000823'
1300;'0.000005';'0.000810'
1300;'0.000006';'0.000955'
1400;'0.000005';'0.000784'
1400;'0.000005';'0.000798'
1400;'0.000004';'0.000796'
1400;'0.000005';'0.000805'
1400;'0.000004';'0.000798'
1400;'0.000005';'0.000801'
1400;'0.000005';'0.000799'
1400;'0.000005';'0.000789'
1400;'0.000005';'0.000802'
1400;'0.000005';'0.001738'
1400;'0.000005';'0.000857'
1400;'0.000005';'0.000792'
1400;'0.000004';'0.000897'
1400;'0.000004';'0.000794'
1400;'0.000005';'0.000802'
1400;'0.000005';'0.000887'
1400;'0.000005';'0.000817'
1400;'0.000005';'0.000909'
1400;'0.000005';'0.000918'
1400;'0.000005';'0.000811'
1400;'0.000005';'0.000797'
1400;'0.000005';'0.000807'
1400;'0.000006';'0.000812'
1400;'0.000005';'0.000822'
1400;'0.000005';'0.000813'
1400;'0.000005';'0.001136'
1400;'0.000004';'0.000819'
1400;'0.000005';'0.000884'
1400;'0.000005';'0.000821'
1400;'0.000005';'0.001080'
1400;'0.000004';'0.000923'
1400;'0.000005';'0.000824'
1400;'0.000004';'0.000826'
1400;'0.000005';'0.000827'
1400;'0.000005';'0.000975'
1400;'0.000005';'0.000950'
1400;'0.000005';'0.000944'
1400;'0.000005';'0.001005'
1400;'0.000005';'0.001017'
1400;'0.000005';'0.001066'
1400;'0.000005';'0.000825'
1400;'0.000005';'0.000819'
1400;'0.000005';'0.000839'
1400;'0.000005';'0.000848'
1400;'0.000005';'0.000996'
1400;'0.000005';'0.001174'
1400;'0.000005';'0.004050'
1400;'0.000005';'0.000825'
1400;'0.000005';'0.000921'
1400;'0.000005';'0.000974'
1400;'0.000005';'0.001038'
1400;'0.000005';'0.000877'
1400;'0.000005';'0.000885'
1400;'0.000004';'0.000966'
1400;'0.000005';'0.000969'
1400;'0.000005';'0.000891'
1400;'0.000005';'0.000949'
1400;'0.000005';'0.000913'
1400;'0.000005';'0.001011'
1400;'0.000005';'0.004099'
1400;'0.000004';'0.000826'
1400;'0.000005';'0.000841'
1400;'0.000004';'0.000840'
1400;'0.000005';'0.000853'
1400;'0.000005';'0.000873'
1400;'0.000005';'0.000876'
1400;'0.000004';'0.000868'
1400;'0.000005';'0.000954'
1400;'0.000004';'0.000976'
1400;'0.000005';'0.000969'
1400;'0.000005';'0.000849'
1400;'0.000005';'0.000893'
1400;'0.000005';'0.000882'
1400;'0.000005';'0.000982'
1400;'0.000005';'0.001136'
1400;'0.000005';'0.001348'
1400;'0.000005';'0.001413'
1400;'0.000005';'0.001508'
1400;'0.000005';'0.001673'
1400;'0.000004';'0.001292'
1400;'0.000005';'0.001815'
1400;'0.000004';'0.001041'
1400;'0.000005';'0.001208'
1400;'0.000005';'0.001416'
1400;'0.000005';'0.000941'
1400;'0.000004';'0.001156'
1400;'0.000005';'0.001329'
1400;'0.000005';'0.001157'
1400;'0.000005';'0.001218'
1400;'0.000005';'0.006765'
1400;'0.000005';'0.001451'
1400;'0.000005';'0.000971'
1400;'0.000005';'0.001144'
1400;'0.000005';'0.001140'
1400;'0.000005';'0.001097'
1400;'0.000005';'0.001355'
1400;'0.000004';'0.001083'
1400;'0.000005';'0.001086'
1400;'0.000005';'0.001181'
1400;'0.000005';'0.001084'
1500;'0.000003';'0.000963'
1500;'0.000003';'0.001171'
1500;'0.000003';'0.001086'
1500;'0.000003';'0.000926'
1500;'0.000003';'0.001092'
1500;'0.000004';'0.000925'
1500;'0.000003';'0.001154'
1500;'0.000003';'0.001278'
1500;'0.000002';'0.001329'
1500;'0.000003';'0.001081'
1500;'0.000003';'0.001058'
1500;'0.000003';'0.001125'
1500;'0.000003';'0.001229'
1500;'0.000003';'0.001047'
1500;'0.000002';'0.001137'
1500;'0.000003';'0.001049'
1500;'0.000003';'0.001084'
1500;'0.000003';'0.001130'
1500;'0.000003';'0.006664'
1500;'0.000003';'0.001126'
1500;'0.000003';'0.000958'
1500;'0.000003';'0.001328'
1500;'0.000003';'0.001160'
1500;'0.000002';'0.000997'
1500;'0.000002';'0.001130'
1500;'0.000003';'0.001171'
1500;'0.000003';'0.000941'
1500;'0.000003';'0.001353'
1500;'0.000003';'0.001112'
1500;'0.000002';'0.001130'
1500;'0.000003';'0.000938'
1500;'0.000003';'0.000831'
1500;'0.000003';'0.001079'
1500;'0.000003';'0.000855'
1500;'0.000003';'0.000982'
1500;'0.000003';'0.001007'
1500;'0.000003';'0.001118'
1500;'0.000003';'0.001210'
1500;'0.000003';'0.001107'
1500;'0.000003';'0.001044'
1500;'0.000003';'0.001072'
1500;'0.000003';'0.001155'
1500;'0.000002';'0.001085'
1500;'0.000003';'0.001087'
1500;'0.000003';'0.001231'
1500;'0.000003';'0.001160'
1500;'0.000002';'0.001114'
1500;'0.000003';'0.001535'
1500;'0.000003';'0.001231'
1500;'0.000003';'0.001202'
1500;'0.000003';'0.001510'
1500;'0.000003';'0.001055'
1500;'0.000002';'0.001506'
1500;'0.000003';'0.001248'
1500;'0.000003';'0.001097'
1500;'0.000002';'0.001060'
1500;'0.000002';'0.001140'
1500;'0.000003';'0.001046'
1500;'0.000002';'0.001096'
1500;'0.000003';'0.001115'
1500;'0.000003';'0.001121'
1500;'0.000003';'0.001460'
1500;'0.000003';'0.001108'
1500;'0.000003';'0.001429'
1500;'0.000003';'0.001124'
1500;'0.000003';'0.003984'
1500;'0.000003';'0.001041'
1500;'0.000003';'0.002429'
1500;'0.000003';'0.001382'
1500;'0.000003';'0.001095'
1500;'0.000003';'0.001109'
1500;'0.000002';'0.001103'
1500;'0.000003';'0.001103'
1500;'0.000002';'0.000990'
1500;'0.000003';'0.001039'
1500;'0.000003';'0.001211'
1500;'0.000003';'0.001118'
1500;'0.000003';'0.001062'
1500;'0.000003';'0.006647'
1500;'0.000003';'0.001086'
1500;'0.000003';'0.001137'
1500;'0.000003';'0.001613'
1500;'0.000004';'0.001164'
1500;'0.000003';'0.001175'
1500;'0.000003';'0.001088'
1500;'0.000003';'0.001153'
1500;'0.000003';'0.001028'
1500;'0.000003';'0.001192'
1500;'0.000003';'0.001180'
1500;'0.000003';'0.001185'
1500;'0.000003';'0.000882'
1500;'0.000003';'0.001196'
1500;'0.000003';'0.001337'
1500;'0.000003';'0.001234'
1500;'0.000003';'0.001440'
1500;'0.000003';'0.001321'
1500;'0.000003';'0.001445'
1500;'0.000003';'0.001342'
1500;'0.000004';'0.001360'
1500;'0.000003';'0.001277'
1600;'0.000007';'0.001405'
1600;'0.000006';'0.001230'
1600;'0.000006';'0.001189'
1600;'0.000007';'0.000984'
1600;'0.000007';'0.001136'
1600;'0.000007';'0.001162'
1600;'0.000007';'0.001044'
1600;'0.000006';'0.000994'
1600;'0.000006';'0.001260'
1600;'0.000007';'0.007532'
1600;'0.000006';'0.001173'
1600;'0.000007';'0.001126'
1600;'0.000007';'0.001284'
1600;'0.000007';'0.001383'
1600;'0.000006';'0.001186'
1600;'0.000006';'0.001167'
1600;'0.000007';'0.001104'
1600;'0.000008';'0.001140'
1600;'0.000007';'0.001221'
1600;'0.000007';'0.000923'
1600;'0.000007';'0.001753'
1600;'0.000006';'0.001341'
1600;'0.000007';'0.001221'
1600;'0.000006';'0.001411'
1600;'0.000007';'0.001409'
1600;'0.000007';'0.001737'
1600;'0.000006';'0.001482'
1600;'0.000007';'0.001159'
1600;'0.000006';'0.001099'
1600;'0.000006';'0.001041'
1600;'0.000007';'0.001192'
1600;'0.000007';'0.001211'
1600;'0.000007';'0.001173'
1600;'0.000007';'0.001219'
1600;'0.000006';'0.001274'
1600;'0.000006';'0.001178'
1600;'0.000006';'0.001246'
1600;'0.000007';'0.001657'
1600;'0.000006';'0.001222'
1600;'0.000007';'0.001302'
1600;'0.000007';'0.001505'
1600;'0.000007';'0.001188'
1600;'0.000006';'0.001232'
1600;'0.000007';'0.001191'
1600;'0.000006';'0.001249'
1600;'0.000007';'0.001194'
1600;'0.000007';'0.001525'
1600;'0.000006';'0.001970'
1600;'0.000007';'0.001697'
1600;'0.000006';'0.001515'
1600;'0.000007';'0.001414'
1600;'0.000007';'0.001736'
1600;'0.000006';'0.004825'
1600;'0.000006';'0.001472'
1600;'0.000007';'0.001961'
1600;'0.000006';'0.001224'
1600;'0.000007';'0.001353'
1600;'0.000007';'0.001662'
1600;'0.000006';'0.001402'
1600;'0.000006';'0.002305'
1600;'0.000007';'0.001490'
1600;'0.000007';'0.001554'
1600;'0.000006';'0.001329'
1600;'0.000007';'0.001299'
1600;'0.000006';'0.001420'
1600;'0.000007';'0.001178'
1600;'0.000006';'0.001141'
1600;'0.000007';'0.001248'
1600;'0.000007';'0.001126'
1600;'0.000006';'0.000977'
1600;'0.000006';'0.001122'
1600;'0.000006';'0.001182'
1600;'0.000007';'0.001331'
1600;'0.000006';'0.001490'
1600;'0.000006';'0.001116'
1600;'0.000006';'0.001394'
1600;'0.000006';'0.003033'
1600;'0.000007';'0.001257'
1600;'0.000007';'0.001992'
1600;'0.000008';'0.001618'
1600;'0.000007';'0.001035'
1600;'0.000006';'0.001149'
1600;'0.000007';'0.001379'
1600;'0.000007';'0.001516'
1600;'0.000006';'0.001199'
1600;'0.000007';'0.001330'
1600;'0.000006';'0.000954'
1600;'0.000007';'0.001187'
1600;'0.000006';'0.001191'
1600;'0.000006';'0.001333'
1600;'0.000006';'0.001423'
1600;'0.000007';'0.001295'
1600;'0.000007';'0.002134'
1600;'0.000006';'0.001373'
1600;'0.000007';'0.001235'
1600;'0.000006';'0.001232'
1600;'0.000007';'0.001236'
1600;'0.000006';'0.001315'
1600;'0.000006';'0.001195'
1600;'0.000007';'0.001139'
1700;'0.000007';'0.001250'
1700;'0.000007';'0.001165'
1700;'0.000007';'0.001308'
1700;'0.000007';'0.005481'
1700;'0.000007';'0.001150'
1700;'0.000007';'0.001606'
1700;'0.000007';'0.001421'
1700;'0.000007';'0.001265'
1700;'0.000007';'0.001472'
1700;'0.000007';'0.001013'
1700;'0.000007';'0.001305'
1700;'0.000007';'0.001306'
1700;'0.000007';'0.001537'
1700;'0.000064';'0.001238'
1700;'0.000008';'0.001150'
1700;'0.000007';'0.001236'
1700;'0.000007';'0.001441'
1700;'0.000007';'0.001551'
1700;'0.000007';'0.001178'
1700;'0.000007';'0.001379'
1700;'0.000007';'0.002479'
1700;'0.000007';'0.001798'
1700;'0.000007';'0.001348'
1700;'0.000007';'0.001660'
1700;'0.000007';'0.001558'
1700;'0.000006';'0.001537'
1700;'0.000007';'0.001453'
1700;'0.000007';'0.001330'
1700;'0.000007';'0.011185'
1700;'0.000010';'0.001660'
1700;'0.000011';'0.002146'
1700;'0.000011';'0.001473'
1700;'0.000007';'0.001466'
1700;'0.000007';'0.001033'
1700;'0.000007';'0.001138'
1700;'0.000007';'0.001256'
1700;'0.000007';'0.001268'
1700;'0.000007';'0.001130'
1700;'0.000007';'0.001356'
1700;'0.000007';'0.001188'
1700;'0.000007';'0.002023'
1700;'0.000007';'0.001378'
1700;'0.000007';'0.001661'
1700;'0.000006';'0.001399'
1700;'0.000007';'0.001504'
1700;'0.000007';'0.001381'
1700;'0.000007';'0.001675'
1700;'0.000007';'0.001408'
1700;'0.000007';'0.001293'
1700;'0.000007';'0.001035'
1700;'0.000007';'0.001230'
1700;'0.000007';'0.001363'
1700;'0.000007';'0.001295'
1700;'0.000007';'0.001295'
1700;'0.000007';'0.001686'
1700;'0.000007';'0.001446'
1700;'0.000007';'0.003393'
1700;'0.000007';'0.001390'
1700;'0.000006';'0.001458'
1700;'0.000007';'0.001618'
1700;'0.000007';'0.001597'
1700;'0.000007';'0.001247'
1700;'0.000007';'0.001250'
1700;'0.000007';'0.001321'
1700;'0.000007';'0.001190'
1700;'0.000007';'0.001217'
1700;'0.000007';'0.001220'
1700;'0.000007';'0.001287'
1700;'0.000007';'0.001216'
1700;'0.000007';'0.001144'
1700;'0.000007';'0.001169'
1700;'0.000006';'0.001662'
1700;'0.000007';'0.001587'
1700;'0.000007';'0.001335'
1700;'0.000007';'0.001192'
1700;'0.000007';'0.001233'
1700;'0.000007';'0.001057'
1700;'0.000007';'0.001086'
1700;'0.000007';'0.001290'
1700;'0.000007';'0.001324'
1700;'0.000007';'0.001240'
1700;'0.000007';'0.001340'
1700;'0.000007';'0.001452'
1700;'0.000007';'0.001312'
1700;'0.000007';'0.003434'
1700;'0.000007';'0.001198'
1700;'0.000007';'0.001928'
1700;'0.000007';'0.001542'
1700;'0.000007';'0.001318'
1700;'0.000007';'0.001284'
1700;'0.000007';'0.001298'
1700;'0.000007';'0.001276'
1700;'0.000007';'0.001302'
1700;'0.000007';'0.001148'
1700;'0.000007';'0.001369'
1700;'0.000007';'0.001370'
1700;'0.000007';'0.001129'
1700;'0.000007';'0.001147'
1700;'0.000007';'0.001290'
1700;'0.000007';'0.001890'
1800;'0.000006';'0.001287'
1800;'0.000006';'0.001329'
1800;'0.000006';'0.001247'
1800;'0.000006';'0.001241'
1800;'0.000006';'0.001323'
1800;'0.000006';'0.001350'
1800;'0.000006';'0.001219'
1800;'0.000006';'0.001353'
1800;'0.000006';'0.001437'
1800;'0.000006';'0.001424'
1800;'0.000005';'0.001585'
1800;'0.000006';'0.001292'
1800;'0.000006';'0.001528'
1800;'0.000006';'0.001645'
1800;'0.000006';'0.001383'
1800;'0.000006';'0.001447'
1800;'0.000006';'0.001422'
1800;'0.000006';'0.001384'
1800;'0.000006';'0.001321'
1800;'0.000006';'0.001227'
1800;'0.000006';'0.001350'
1800;'0.000006';'0.001451'
1800;'0.000005';'0.001353'
1800;'0.000006';'0.001751'
1800;'0.000006';'0.001514'
1800;'0.000006';'0.001646'
1800;'0.000006';'0.001424'
1800;'0.000006';'0.001106'
1800;'0.000006';'0.001511'
1800;'0.000005';'0.001587'
1800;'0.000006';'0.001412'
1800;'0.000006';'0.001395'
1800;'0.000006';'0.001391'
1800;'0.000006';'0.001233'
1800;'0.000005';'0.001494'
1800;'0.000006';'0.001288'
1800;'0.000006';'0.001235'
1800;'0.000006';'0.001141'
1800;'0.000006';'0.001650'
1800;'0.000006';'0.001573'
1800;'0.000006';'0.001815'
1800;'0.000006';'0.001592'
1800;'0.000006';'0.001257'
1800;'0.000006';'0.001776'
1800;'0.000006';'0.001563'
1800;'0.000006';'0.001378'
1800;'0.000006';'0.001385'
1800;'0.000006';'0.001588'
1800;'0.000006';'0.001430'
1800;'0.000006';'0.001533'
1800;'0.000007';'0.001416'
1800;'0.000006';'0.001137'
1800;'0.000006';'0.001379'
1800;'0.000006';'0.001553'
1800;'0.000006';'0.001557'
1800;'0.000005';'0.001768'
1800;'0.000006';'0.001446'
1800;'0.000007';'0.001512'
1800;'0.000006';'0.001609'
1800;'0.000006';'0.001614'
1800;'0.000006';'0.001284'
1800;'0.000006';'0.001462'
1800;'0.000006';'0.001505'
1800;'0.000006';'0.001532'
1800;'0.000006';'0.001420'
1800;'0.000006';'0.001446'
1800;'0.000006';'0.001442'
1800;'0.000006';'0.001433'
1800;'0.000005';'0.001223'
1800;'0.000006';'0.001601'
