'DIMENSIONE';'TIME_SINGLE';'TIME_MULTI'
16000;'0.000018';'0.000822'
16000;'0.000019';'0.000661'
17000;'0.000031';'0.000820'
17000;'0.000032';'0.000659'
17000;'0.000032';'0.000648'
17000;'0.000032';'0.000896'
17000;'0.000031';'0.000661'
17000;'0.000032';'0.001697'
17000;'0.000032';'0.001482'
17000;'0.000031';'0.000926'
17000;'0.000031';'0.000965'
17000;'0.000032';'0.000762'
18000;'0.000015';'0.000964'
18000;'0.000014';'0.000922'
18000;'0.000014';'0.000612'
18000;'0.000014';'0.000599'
18000;'0.000014';'0.000705'
18000;'0.000014';'0.000521'
18000;'0.000014';'0.000883'
18000;'0.000014';'0.000688'
18000;'0.000014';'0.000560'
18000;'0.000014';'0.000946'
19000;'0.000018';'0.000964'
19000;'0.000018';'0.000541'
19000;'0.000018';'0.000806'
19000;'0.000019';'0.000858'
19000;'0.000018';'0.000889'
19000;'0.000019';'0.000900'
19000;'0.000032';'0.001244'
19000;'0.000018';'0.000806'
19000;'0.000018';'0.000654'
19000;'0.000019';'0.001616'
20000;'0.000675';'0.000821'
20000;'0.000580';'0.000866'
20000;'0.000583';'0.000813'
20000;'0.000089';'0.000814'
20000;'0.000082';'0.000902'
20000;'0.000036';'0.001033'
20000;'0.000036';'0.000899'
20000;'0.000036';'0.000542'
20000;'0.000037';'0.000921'
20000;'0.000037';'0.000945'
21000;'0.000012';'0.001041'
21000;'0.000012';'0.000876'
21000;'0.000059';'0.000827'
21000;'0.000011';'0.000717'
21000;'0.000011';'0.001320'
21000;'0.000012';'0.000710'
21000;'0.000012';'0.001138'
21000;'0.000012';'0.000979'
21000;'0.000012';'0.000947'
21000;'0.000552';'0.000824'
22000;'0.000119';'0.000958'
22000;'0.000118';'0.000920'
22000;'0.000073';'0.001049'
22000;'0.000072';'0.000879'
22000;'0.000073';'0.000953'
22000;'0.000073';'0.001037'
22000;'0.000093';'0.001044'
22000;'0.000073';'0.000892'
22000;'0.000073';'0.000865'
22000;'0.000072';'0.000898'
23000;'0.000076';'0.010658'
23000;'0.000076';'0.000972'
23000;'0.001051';'0.001010'
23000;'0.000075';'0.000955'
23000;'0.000075';'0.001036'
23000;'0.000076';'0.001189'
23000;'0.000076';'0.000839'
23000;'0.000076';'0.003023'
23000;'0.000076';'0.001208'
23000;'0.000077';'0.001338'
24000;'0.000079';'0.001110'
24000;'0.000080';'0.001006'
24000;'0.000079';'0.000862'
24000;'0.000079';'0.001225'
24000;'0.000125';'0.000879'
24000;'0.000085';'0.000917'
24000;'0.000614';'0.001009'
24000;'0.000589';'0.001032'
24000;'0.000079';'0.001099'
24000;'0.000079';'0.001011'
25000;'0.000033';'0.001040'
25000;'0.000034';'0.000874'
25000;'0.000034';'0.000987'
25000;'0.000034';'0.000915'
25000;'0.000033';'0.000863'
25000;'0.000034';'0.000842'
25000;'0.000034';'0.000661'
25000;'0.000034';'0.000671'
25000;'0.000034';'0.000637'
25000;'0.000033';'0.001028'
26000;'0.000014';'0.001521'
26000;'0.000021';'0.001177'
26000;'0.000022';'0.000880'
26000;'0.000014';'0.000927'
26000;'0.000014';'0.000853'
26000;'0.000014';'0.001052'
26000;'0.000014';'0.001158'
26000;'0.000014';'0.001040'
26000;'0.000014';'0.001263'
26000;'0.000014';'0.000966'
27000;'0.000733';'0.001409'
27000;'0.000657';'0.001380'
27000;'0.000089';'0.001278'
27000;'0.000140';'0.001019'
27000;'0.000088';'0.001103'
27000;'0.000089';'0.001133'
27000;'0.000089';'0.001108'
27000;'0.000089';'0.001067'
27000;'0.000089';'0.000988'
27000;'0.000089';'0.000922'
28000;'0.000132';'0.000950'
28000;'0.000152';'0.000957'
28000;'0.000152';'0.000915'
28000;'0.000135';'0.000697'
28000;'0.000092';'0.000876'
28000;'0.000092';'0.001029'
28000;'0.000092';'0.001040'
28000;'0.000151';'0.000940'
28000;'0.000093';'0.001218'
28000;'0.000092';'0.001241'
29000;'0.000047';'0.001395'
29000;'0.000047';'0.001068'
29000;'0.000047';'0.001397'
29000;'0.000047';'0.001175'
29000;'0.000047';'0.001076'
29000;'0.000047';'0.001114'
29000;'0.000047';'0.000926'
29000;'0.000048';'0.000953'
29000;'0.000113';'0.001012'
29000;'0.000047';'0.000956'
30000;'0.000042';'0.000735'
30000;'0.000042';'0.000740'
30000;'0.000042';'0.000725'
30000;'0.000043';'0.001110'
30000;'0.000052';'0.001751'
30000;'0.000043';'0.001661'
30000;'0.000106';'0.000955'
30000;'0.000042';'0.000990'
30000;'0.000043';'0.001318'
30000;'0.000042';'0.001203'
31000;'0.000102';'0.001009'
31000;'0.000123';'0.001113'
31000;'0.000118';'0.001109'
31000;'0.000118';'0.001168'
31000;'0.000061';'0.001167'
31000;'0.000119';'0.000930'
31000;'0.000060';'0.001014'
31000;'0.000061';'0.001189'
31000;'0.000060';'0.001106'
31000;'0.000061';'0.000974'
32000;'0.000037';'0.001151'
32000;'0.000037';'0.001290'
32000;'0.000037';'0.000962'
32000;'0.000037';'0.001621'
32000;'0.000037';'0.001770'
32000;'0.000037';'0.001184'
32000;'0.000037';'0.001203'
32000;'0.000036';'0.000984'
32000;'0.000037';'0.001008'
32000;'0.000037';'0.001113'
33000;'0.000099';'0.001155'
33000;'0.000099';'0.001110'
33000;'0.000099';'0.001068'
33000;'0.000099';'0.000950'
33000;'0.000099';'0.000988'
33000;'0.000140';'0.000887'
33000;'0.000099';'0.001331'
33000;'0.000099';'0.002954'
33000;'0.000099';'0.001072'
33000;'0.000099';'0.001198'
34000;'0.000032';'0.001093'
34000;'0.000032';'0.000944'
34000;'0.000031';'0.001312'
34000;'0.000032';'0.001149'
34000;'0.000074';'0.001079'
34000;'0.000550';'0.001091'
34000;'0.000077';'0.001172'
34000;'0.000032';'0.001082'
34000;'0.000077';'0.000797'
34000;'0.000032';'0.001196'
35000;'0.000012';'0.000998'
35000;'0.000012';'0.001101'
35000;'0.000012';'0.002967'
35000;'0.000011';'0.001152'
35000;'0.000012';'0.001062'
35000;'0.000012';'0.001627'
35000;'0.000012';'0.001497'
35000;'0.000011';'0.001143'
35000;'0.000012';'0.001080'
35000;'0.000012';'0.001136'
36000;'0.000118';'0.001049'
36000;'0.000118';'0.001234'
36000;'0.000118';'0.001155'
36000;'0.000662';'0.000988'
36000;'0.000161';'0.001271'
36000;'0.000165';'0.002928'
36000;'0.000118';'0.001256'
36000;'0.000119';'0.003475'
36000;'0.000118';'0.001051'
36000;'0.000117';'0.001480'
37000;'0.000086';'0.001290'
37000;'0.000086';'0.001175'
37000;'0.000167';'0.001212'
37000;'0.000624';'0.001250'
37000;'0.000143';'0.001201'
37000;'0.000087';'0.001316'
37000;'0.000133';'0.001266'
37000;'0.000133';'0.001147'
37000;'0.000132';'0.001269'
37000;'0.000425';'0.002694'
38000;'0.000018';'0.001057'
38000;'0.000019';'0.000964'
38000;'0.000071';'0.001182'
38000;'0.000019';'0.001363'
38000;'0.000018';'0.001075'
38000;'0.000018';'0.000860'
38000;'0.000019';'0.000864'
38000;'0.000018';'0.000958'
38000;'0.000020';'0.000855'
38000;'0.000018';'0.000987'
39000;'0.000014';'0.000875'
39000;'0.000014';'0.001045'
39000;'0.000014';'0.001484'
39000;'0.000014';'0.001302'
39000;'0.000014';'0.001577'
39000;'0.000014';'0.001115'
39000;'0.000014';'0.001168'
39000;'0.000014';'0.002223'
39000;'0.000013';'0.001481'
39000;'0.000014';'0.001168'
40000;'0.000037';'0.001287'
40000;'0.000036';'0.001313'
40000;'0.000036';'0.001478'
40000;'0.000036';'0.001208'
40000;'0.000036';'0.001338'
40000;'0.000036';'0.001204'
40000;'0.000037';'0.001064'
40000;'0.000037';'0.001871'
40000;'0.000037';'0.001363'
40000;'0.000037';'0.003317'
41000;'0.000134';'0.001105'
41000;'0.000135';'0.001933'
41000;'0.000134';'0.005353'
41000;'0.000134';'0.001683'
41000;'0.000134';'0.001603'
41000;'0.000134';'0.001438'
41000;'0.000181';'0.001185'
41000;'0.000133';'0.001117'
41000;'0.000134';'0.006115'
41000;'0.000134';'0.000948'
42000;'0.000137';'0.001261'
42000;'0.000137';'0.001394'
42000;'0.000137';'0.001090'
42000;'0.000137';'0.001443'
42000;'0.000136';'0.001020'
42000;'0.000137';'0.001330'
42000;'0.000137';'0.001549'
42000;'0.000137';'0.001284'
42000;'0.000138';'0.001272'
42000;'0.000137';'0.001320'
43000;'0.000032';'0.002411'
43000;'0.000031';'0.000911'
43000;'0.000032';'0.001723'
43000;'0.000032';'0.001314'
43000;'0.000032';'0.001634'
43000;'0.000080';'0.001343'
43000;'0.000032';'0.001605'
43000;'0.000032';'0.001383'
43000;'0.000032';'0.001332'
43000;'0.000032';'0.001084'
44000;'0.000144';'0.008534'
44000;'0.000144';'0.010095'
44000;'0.000144';'0.002041'
44000;'0.000144';'0.002207'
44000;'0.000144';'0.004071'
44000;'0.000145';'0.001400'
44000;'0.000144';'0.002310'
44000;'0.000144';'0.001696'
44000;'0.000144';'0.001711'
44000;'0.000144';'0.018922'
45000;'0.000116';'0.001237'
45000;'0.000116';'0.001438'
45000;'0.000116';'0.005460'
45000;'0.000116';'0.001319'
45000;'0.000240';'0.001279'
45000;'0.000316';'0.001384'
45000;'0.000115';'0.003953'
45000;'0.000115';'0.003180'
45000;'0.000116';'0.001120'
45000;'0.000115';'0.001107'
46000;'0.000150';'0.001659'
46000;'0.000150';'0.001317'
46000;'0.000150';'0.006428'
46000;'0.000150';'0.001216'
46000;'0.000150';'0.001173'
46000;'0.000150';'0.001160'
46000;'0.000150';'0.003070'
46000;'0.000150';'0.003134'
46000;'0.000227';'0.001352'
46000;'0.000150';'0.002777'
47000;'0.000083';'0.001549'
47000;'0.000083';'0.001427'
47000;'0.000083';'0.001186'
47000;'0.000083';'0.001778'
47000;'0.000083';'0.001241'
47000;'0.000082';'0.001346'
47000;'0.000083';'0.013975'
47000;'0.000083';'0.001389'
47000;'0.000083';'0.002520'
47000;'0.000083';'0.002774'
48000;'0.000156';'0.001395'
48000;'0.000156';'0.001605'
48000;'0.000156';'0.001375'
48000;'0.000157';'0.003823'
48000;'0.000157';'0.001366'
48000;'0.000157';'0.001121'
48000;'0.000213';'0.001734'
48000;'0.000177';'0.001834'
48000;'0.000336';'0.001507'
48000;'0.000215';'0.001595'
49000;'0.000180';'0.001747'
49000;'0.000180';'0.001691'
49000;'0.000179';'0.001224'
49000;'0.000134';'0.001396'
49000;'0.000180';'0.004223'
49000;'0.000180';'0.005098'
49000;'0.000135';'0.001569'
49000;'0.000134';'0.001331'
49000;'0.000134';'0.001226'
49000;'0.000135';'0.001701'
50000;'0.000104';'0.009114'
50000;'0.000103';'0.001566'
50000;'0.000103';'0.001848'
50000;'0.000148';'0.001967'
50000;'0.000104';'0.001310'
50000;'0.000103';'0.001360'
50000;'0.000103';'0.001369'
50000;'0.000159';'0.001280'
50000;'0.000104';'0.001351'
50000;'0.000103';'0.001276'
51000;'0.000166';'0.001375'
51000;'0.000166';'0.007242'
51000;'0.000166';'0.001037'
51000;'0.000166';'0.001632'
51000;'0.000171';'0.001481'
51000;'0.000188';'0.001181'
51000;'0.000210';'0.001483'
51000;'0.000166';'0.001384'
51000;'0.000166';'0.001435'
51000;'0.000208';'0.001340'
52000;'0.000223';'0.001714'
52000;'0.000170';'0.001773'
52000;'0.000170';'0.001619'
52000;'0.000169';'0.001865'
52000;'0.000171';'0.001877'
52000;'0.000169';'0.001433'
52000;'0.000301';'0.001858'
52000;'0.000213';'0.001349'
52000;'0.000216';'0.001391'
52000;'0.000215';'0.001412'
53000;'0.000219';'0.001465'
53000;'0.000173';'0.001703'
53000;'0.000172';'0.001402'
53000;'0.000172';'0.001320'
53000;'0.000192';'0.001504'
53000;'0.000173';'0.002031'
53000;'0.000172';'0.001448'
53000;'0.000173';'0.001540'
53000;'0.000851';'0.001690'
53000;'0.000737';'0.001678'
54000;'0.000230';'0.001669'
54000;'0.000218';'0.001567'
54000;'0.000699';'0.001117'
54000;'0.000176';'0.001234'
54000;'0.000176';'0.001379'
54000;'0.000176';'0.001595'
54000;'0.000220';'0.003426'
54000;'0.000177';'0.001644'
54000;'0.000177';'0.001969'
54000;'0.000462';'0.001441'
55000;'0.000147';'0.001237'
55000;'0.000147';'0.001329'
55000;'0.000147';'0.001503'
55000;'0.000147';'0.001603'
55000;'0.000643';'0.001334'
55000;'0.000193';'0.001590'
55000;'0.000196';'0.001533'
55000;'0.000147';'0.002617'
55000;'0.000147';'0.001288'
55000;'0.000194';'0.001724'
56000;'0.000235';'0.001720'
56000;'0.000249';'0.001403'
56000;'0.000226';'0.001252'
56000;'0.000225';'0.001878'
56000;'0.000258';'0.001591'
56000;'0.000182';'0.001570'
56000;'0.000182';'0.001441'
56000;'0.000182';'0.001453'
56000;'0.000183';'0.007745'
56000;'0.000226';'0.001463'
57000;'0.000238';'0.002428'
57000;'0.000186';'0.001637'
57000;'0.000228';'0.001458'
57000;'0.000229';'0.001463'
57000;'0.000229';'0.001541'
57000;'0.000227';'0.001452'
57000;'0.000227';'0.001409'
57000;'0.000270';'0.001402'
57000;'0.000228';'0.001151'
57000;'0.000185';'0.001641'
58000;'0.000068';'0.001299'
58000;'0.000068';'0.001766'
58000;'0.000068';'0.001383'
58000;'0.000068';'0.001423'
58000;'0.000068';'0.001503'
58000;'0.000067';'0.001604'
58000;'0.000068';'0.001200'
58000;'0.000068';'0.001593'
58000;'0.000069';'0.001172'
58000;'0.000068';'0.001845'
59000;'0.000148';'0.001662'
59000;'0.000149';'0.001913'
59000;'0.000149';'0.001482'
59000;'0.000626';'0.001768'
59000;'0.000149';'0.001222'
59000;'0.000149';'0.001413'
59000;'0.000149';'0.001609'
59000;'0.000148';'0.001573'
59000;'0.000148';'0.001487'
59000;'0.000148';'0.001447'
60000;'0.000109';'0.001509'
60000;'0.000103';'0.003401'
60000;'0.000103';'0.003482'
60000;'0.000103';'0.001358'
60000;'0.000104';'0.002116'
60000;'0.000147';'0.001817'
60000;'0.000680';'0.001510'
60000;'0.000151';'0.001596'
60000;'0.000104';'0.001377'
60000;'0.000269';'0.001625'
61000;'0.000199';'0.002514'
61000;'0.000198';'0.002131'
61000;'0.000199';'0.010360'
61000;'0.000314';'0.001570'
61000;'0.000253';'0.001817'
61000;'0.000200';'0.001780'
61000;'0.000314';'0.001524'
61000;'0.000199';'0.001638'
61000;'0.000199';'0.001617'
61000;'0.000199';'0.001502'
62000;'0.000205';'0.001517'
62000;'0.000195';'0.001664'
62000;'0.000195';'0.006564'
62000;'0.000196';'0.002191'
62000;'0.000195';'0.001833'
62000;'0.000198';'0.001659'
62000;'0.000240';'0.001713'
62000;'0.000199';'0.001402'
62000;'0.000194';'0.001579'
62000;'0.000195';'0.002057'
63000;'0.000090';'0.001529'
63000;'0.000091';'0.001402'
63000;'0.000091';'0.001570'
63000;'0.000092';'0.008005'
63000;'0.000091';'0.001555'
63000;'0.000107';'0.002293'
63000;'0.000091';'0.001781'
63000;'0.000158';'0.001489'
63000;'0.000091';'0.001527'
63000;'0.000133';'0.001411'
64000;'0.000049';'0.001834'
64000;'0.000039';'0.001266'
64000;'0.000039';'0.001614'
64000;'0.000163';'0.001895'
64000;'0.000039';'0.002008'
64000;'0.000039';'0.003705'
64000;'0.000039';'0.001686'
64000;'0.000039';'0.005025'
64000;'0.000039';'0.001491'
64000;'0.000039';'0.001841'
65000;'0.000112';'0.002010'
65000;'0.000112';'0.002843'
65000;'0.000112';'0.002942'
65000;'0.000112';'0.001895'
65000;'0.000112';'0.002790'
65000;'0.000113';'0.001972'
65000;'0.000563';'0.002160'
65000;'0.000112';'0.002502'
65000;'0.000113';'0.001974'
65000;'0.000112';'0.001416'
66000;'0.000226';'0.001787'
66000;'0.000215';'0.001550'
66000;'0.000225';'0.001502'
66000;'0.000225';'0.001866'
66000;'0.000215';'0.003032'
66000;'0.000216';'0.002877'
66000;'0.000214';'0.002395'
66000;'0.000214';'0.002406'
66000;'0.000239';'0.001525'
66000;'0.000225';'0.001776'
67000;'0.000218';'0.001733'
67000;'0.000218';'0.001951'
67000;'0.000219';'0.001474'
67000;'0.000219';'0.001846'
67000;'0.000219';'0.002751'
67000;'0.000218';'0.002420'
67000;'0.000217';'0.002082'
67000;'0.000217';'0.001907'
67000;'0.000229';'0.001483'
67000;'0.000218';'0.002308'
68000;'0.000081';'0.002608'
68000;'0.000037';'0.001797'
68000;'0.000038';'0.001478'
68000;'0.000037';'0.002656'
68000;'0.000038';'0.005322'
68000;'0.000037';'0.001903'
68000;'0.000037';'0.001986'
68000;'0.000037';'0.001918'
68000;'0.000037';'0.001699'
68000;'0.000038';'0.001624'
69000;'0.000090';'0.001979'
69000;'0.000090';'0.001988'
69000;'0.000554';'0.002091'
69000;'0.000090';'0.002077'
69000;'0.000092';'0.005105'
69000;'0.000090';'0.004671'
69000;'0.000091';'0.001828'
69000;'0.000164';'0.007873'
69000;'0.000173';'0.001904'
69000;'0.000165';'0.007932'
70000;'0.000101';'0.009730'
70000;'0.000150';'0.005569'
70000;'0.000059';'0.002247'
70000;'0.000122';'0.002664'
70000;'0.000059';'0.001975'
70000;'0.000166';'0.007293'
70000;'0.000059';'0.003006'
70000;'0.000203';'0.002512'
70000;'0.000059';'0.002130'
70000;'0.000059';'0.002254'
71000;'0.000277';'0.001960'
71000;'0.000280';'0.001917'
71000;'0.000277';'0.002893'
71000;'0.000276';'0.002463'
71000;'0.000336';'0.004143'
71000;'0.000275';'0.003504'
71000;'0.000233';'0.001997'
71000;'0.000272';'0.004337'
71000;'0.000273';'0.003788'
71000;'0.000231';'0.012591'
72000;'0.000236';'0.009030'
72000;'0.000278';'0.003653'
72000;'0.000236';'0.002527'
72000;'0.000274';'0.001778'
72000;'0.000240';'0.001805'
72000;'0.000239';'0.001894'
72000;'0.000277';'0.001540'
72000;'0.000278';'0.002013'
72000;'0.000232';'0.006214'
72000;'0.000263';'0.001722'
73000;'0.000225';'0.002048'
73000;'0.000085';'0.001656'
73000;'0.000086';'0.001593'
73000;'0.000086';'0.001679'
73000;'0.000086';'0.001571'
73000;'0.000159';'0.002077'
73000;'0.000162';'0.001846'
73000;'0.000085';'0.001627'
73000;'0.000086';'0.001946'
73000;'0.000085';'0.002992'
74000;'0.000039';'0.001656'
74000;'0.000039';'0.002051'
74000;'0.000038';'0.001699'
74000;'0.000038';'0.001658'
74000;'0.000039';'0.001682'
74000;'0.000039';'0.001614'
74000;'0.000039';'0.001697'
74000;'0.000039';'0.001760'
74000;'0.000039';'0.001412'
74000;'0.000039';'0.002070'
75000;'0.000967';'0.002083'
75000;'0.000245';'0.002051'
75000;'0.000256';'0.002008'
75000;'0.000244';'0.002263'
75000;'0.000243';'0.002082'
75000;'0.000250';'0.002050'
75000;'0.000243';'0.001659'
75000;'0.000380';'0.001679'
75000;'0.000290';'0.008489'
75000;'0.000243';'0.001785'
76000;'0.000226';'0.002473'
76000;'0.000358';'0.001775'
76000;'0.000237';'0.001669'
76000;'0.000225';'0.001805'
76000;'0.000237';'0.001603'
76000;'0.000227';'0.001671'
76000;'0.000226';'0.008460'
76000;'0.000228';'0.002096'
76000;'0.000386';'0.001741'
76000;'0.000227';'0.001661'
77000;'0.000250';'0.001799'
77000;'0.000251';'0.001495'
77000;'0.000265';'0.001492'
77000;'0.000250';'0.001695'
77000;'0.000250';'0.001636'
77000;'0.000252';'0.001847'
77000;'0.000250';'0.003049'
77000;'0.000250';'0.002722'
77000;'0.000252';'0.002023'
77000;'0.000250';'0.001950'
78000;'0.000176';'0.001786'
78000;'0.000175';'0.001855'
78000;'0.000176';'0.001983'
78000;'0.000175';'0.001830'
78000;'0.000175';'0.002514'
78000;'0.000175';'0.006396'
78000;'0.000180';'0.001897'
78000;'0.000175';'0.001645'
78000;'0.000176';'0.001831'
78000;'0.000175';'0.002051'
79000;'0.000116';'0.001885'
79000;'0.000113';'0.002034'
79000;'0.000112';'0.002100'
79000;'0.000112';'0.001764'
79000;'0.000112';'0.001715'
79000;'0.000113';'0.001672'
79000;'0.000114';'0.002138'
79000;'0.000112';'0.002449'
79000;'0.000113';'0.002230'
79000;'0.000112';'0.002551'
80000;'0.000738';'0.002012'
80000;'0.000074';'0.001989'
80000;'0.000074';'0.002006'
80000;'0.000074';'0.001974'
80000;'0.000073';'0.001962'
80000;'0.000075';'0.001986'
80000;'0.000028';'0.002024'
80000;'0.000027';'0.002456'
80000;'0.000027';'0.001932'
80000;'0.000028';'0.002260'
81000;'0.000135';'0.001956'
81000;'0.000195';'0.001842'
81000;'0.000134';'0.001876'
81000;'0.000133';'0.001858'
81000;'0.000134';'0.001745'
81000;'0.000133';'0.001929'
81000;'0.000134';'0.002073'
81000;'0.000134';'0.002445'
81000;'0.000133';'0.002030'
81000;'0.000158';'0.002233'
82000;'0.000300';'0.001888'
82000;'0.000267';'0.001749'
82000;'0.000266';'0.001709'
82000;'0.000266';'0.001696'
82000;'0.000267';'0.001718'
82000;'0.000267';'0.001796'
82000;'0.000283';'0.002267'
82000;'0.000267';'0.002478'
82000;'0.000267';'0.002514'
82000;'0.000269';'0.007291'
83000;'0.000138';'0.002466'
83000;'0.000137';'0.004040'
83000;'0.000137';'0.001922'
83000;'0.000137';'0.002256'
83000;'0.000186';'0.002574'
83000;'0.000143';'0.003018'
83000;'0.000796';'0.002180'
83000;'0.000138';'0.001640'
83000;'0.001353';'0.002446'
83000;'0.000137';'0.002636'
84000;'0.000175';'0.001943'
84000;'0.000169';'0.001859'
84000;'0.000169';'0.002080'
84000;'0.000682';'0.002080'
84000;'0.000164';'0.002035'
84000;'0.000163';'0.002177'
84000;'0.000163';'0.002079'
84000;'0.000186';'0.002313'
84000;'0.000165';'0.001937'
84000;'0.000163';'0.001598'
85000;'0.000079';'0.001825'
85000;'0.000078';'0.001584'
85000;'0.000079';'0.001751'
85000;'0.000080';'0.002132'
85000;'0.000079';'0.001658'
85000;'0.000079';'0.002126'
85000;'0.000079';'0.002668'
85000;'0.000079';'0.001881'
85000;'0.000605';'0.002138'
85000;'0.000125';'0.002043'
86000;'0.000320';'0.001953'
86000;'0.000326';'0.007557'
86000;'0.000280';'0.001903'
86000;'0.000327';'0.002218'
86000;'0.000279';'0.001804'
86000;'0.000280';'0.001883'
86000;'0.000294';'0.002191'
86000;'0.000280';'0.002532'
86000;'0.000279';'0.002261'
86000;'0.000279';'0.006111'
87000;'0.000174';'0.001948'
87000;'0.000174';'0.002434'
87000;'0.000174';'0.001795'
87000;'0.000178';'0.001785'
87000;'0.000178';'0.001796'
87000;'0.000174';'0.001872'
87000;'0.000178';'0.013234'
87000;'0.000173';'0.002701'
87000;'0.000174';'0.002357'
87000;'0.000865';'0.002282'
