'DIMENSIONE';'TIME_SINGLE';'TIME_MULTI'
930;'0.000001';'0.002160'
930;'0.000001';'0.001488'
930;'0.000001';'0.001406'
930;'0.000002';'0.001725'
940;'0.000004';'0.001329'
940;'0.000005';'0.001465'
940;'0.000005';'0.001413'
940;'0.000004';'0.001430'
940;'0.000004';'0.001638'
940;'0.000004';'0.001932'
940;'0.000004';'0.001571'
940;'0.000005';'0.001484'
940;'0.000004';'0.001486'
940;'0.000006';'0.002864'
950;'0.000004';'0.001454'
950;'0.000004';'0.002006'
950;'0.000004';'0.001692'
950;'0.000004';'0.001397'
950;'0.000004';'0.001693'
950;'0.000004';'0.001518'
950;'0.000004';'0.001565'
950;'0.000004';'0.001678'
950;'0.000005';'0.001561'
950;'0.000005';'0.001682'
960;'0.000003';'0.001548'
960;'0.000003';'0.003140'
960;'0.000003';'0.005029'
960;'0.000003';'0.008379'
960;'0.000003';'0.001493'
960;'0.000003';'0.001574'
960;'0.000003';'0.001794'
960;'0.000003';'0.001537'
960;'0.000003';'0.002026'
960;'0.000003';'0.001643'
970;'0.000003';'0.001257'
970;'0.000003';'0.001721'
970;'0.000004';'0.001465'
970;'0.000003';'0.001747'
970;'0.000003';'0.001926'
970;'0.000003';'0.002001'
970;'0.000003';'0.001900'
970;'0.000002';'0.001870'
970;'0.000004';'0.002925'
970;'0.000003';'0.002017'
980;'0.000001';'0.001906'
980;'0.000002';'0.001771'
980;'0.000001';'0.002427'
980;'0.000001';'0.001991'
980;'0.000001';'0.001604'
980;'0.000001';'0.001882'
980;'0.000001';'0.005338'
980;'0.000001';'0.001650'
980;'0.000001';'0.002353'
980;'0.000001';'0.001826'
990;'0.000003';'0.001538'
990;'0.000004';'0.001508'
990;'0.000003';'0.001430'
990;'0.000004';'0.001659'
990;'0.000003';'0.001517'
990;'0.000003';'0.001732'
990;'0.000003';'0.001496'
990;'0.000004';'0.003014'
990;'0.000003';'0.001497'
990;'0.000004';'0.001459'
1000;'0.000005';'0.001905'
1000;'0.000004';'0.001538'
1000;'0.000004';'0.001620'
1000;'0.000005';'0.001576'
1000;'0.000005';'0.001553'
1000;'0.000005';'0.001538'
1000;'0.000005';'0.001468'
1000;'0.000004';'0.001547'
1000;'0.000004';'0.001411'
1000;'0.000005';'0.008103'
