'DIMENSIONE';'TIME_SINGLE';'TIME_MULTI'
2000;'0.000006';'0.000654'
2000;'0.000006';'0.000692'
2000;'0.000006';'0.000968'
2000;'0.000006';'0.000487'
2000;'0.000006';'0.000773'
2000;'0.000006';'0.001009'
2000;'0.000007';'0.000827'
2000;'0.000005';'0.000889'
2000;'0.000006';'0.001099'
2000;'0.000006';'0.001239'
2000;'0.000006';'0.000751'
2000;'0.000006';'0.000930'
2000;'0.000006';'0.000931'
2000;'0.000006';'0.000959'
2000;'0.000006';'0.000796'
2000;'0.000006';'0.000809'
2000;'0.000006';'0.000488'
2000;'0.000006';'0.000566'
2000;'0.000006';'0.000639'
2000;'0.000006';'0.000805'
2000;'0.000006';'0.000911'
2000;'0.000005';'0.000691'
2000;'0.000006';'0.000705'
2000;'0.000006';'0.000971'
2000;'0.000006';'0.000679'
2000;'0.000006';'0.000872'
2000;'0.000006';'0.000773'
2000;'0.000006';'0.002698'
2000;'0.000006';'0.000600'
2000;'0.000006';'0.000608'
2000;'0.000006';'0.000582'
2000;'0.000006';'0.000426'
2000;'0.000006';'0.000665'
2000;'0.000005';'0.000601'
2000;'0.000006';'0.000592'
2000;'0.000006';'0.000549'
2000;'0.000006';'0.000705'
2000;'0.000006';'0.000611'
2000;'0.000006';'0.000635'
2000;'0.000006';'0.000623'
2000;'0.000006';'0.000834'
2000;'0.000006';'0.000631'
2000;'0.000005';'0.000576'
2000;'0.000006';'0.000453'
2000;'0.000007';'0.000572'
2000;'0.000005';'0.000530'
2000;'0.000006';'0.000507'
2000;'0.000006';'0.000546'
2000;'0.000006';'0.001163'
2000;'0.000006';'0.000516'
2000;'0.000006';'0.002041'
2000;'0.000006';'0.000584'
2000;'0.000006';'0.000535'
2000;'0.000006';'0.000454'
2000;'0.000006';'0.000567'
2000;'0.000006';'0.000620'
2000;'0.000006';'0.000511'
2000;'0.000006';'0.000566'
2000;'0.000006';'0.000558'
2000;'0.000050';'0.000568'
2000;'0.000077';'0.000566'
2000;'0.000006';'0.000560'
2000;'0.000006';'0.000591'
2000;'0.000006';'0.000572'
2000;'0.000006';'0.000714'
2000;'0.000006';'0.000581'
2000;'0.000006';'0.000619'
2000;'0.000006';'0.000591'
2000;'0.000006';'0.000739'
2000;'0.000006';'0.000728'
2000;'0.000006';'0.000636'
2000;'0.000006';'0.000754'
2000;'0.000005';'0.000732'
2000;'0.000006';'0.000769'
2000;'0.000005';'0.000906'
2000;'0.000006';'0.001145'
2000;'0.000005';'0.001000'
2000;'0.000006';'0.000531'
2000;'0.000006';'0.001064'
2000;'0.000006';'0.000673'
2000;'0.000006';'0.000552'
2000;'0.000006';'0.000614'
2000;'0.000006';'0.000461'
2000;'0.000006';'0.000609'
3000;'0.000006';'0.000637'
3000;'0.000006';'0.000760'
3000;'0.000005';'0.000733'
3000;'0.000006';'0.000648'
3000;'0.000006';'0.000781'
3000;'0.000006';'0.000850'
3000;'0.000006';'0.000728'
3000;'0.000005';'0.000633'
3000;'0.000006';'0.000844'
3000;'0.000006';'0.000716'
3000;'0.000006';'0.000611'
3000;'0.000006';'0.000672'
3000;'0.000006';'0.000575'
3000;'0.000006';'0.000540'
3000;'0.000006';'0.000783'
3000;'0.000006';'0.001238'
3000;'0.000006';'0.000802'
3000;'0.000006';'0.000802'
3000;'0.000006';'0.000788'
3000;'0.000006';'0.000994'
3000;'0.000006';'0.000786'
3000;'0.000006';'0.000764'
3000;'0.000006';'0.000617'
3000;'0.000006';'0.000728'
3000;'0.000006';'0.000769'
3000;'0.000006';'0.000693'
3000;'0.000006';'0.000578'
3000;'0.000006';'0.000581'
3000;'0.000006';'0.000730'
3000;'0.000006';'0.000631'
3000;'0.000006';'0.000641'
3000;'0.000006';'0.000886'
3000;'0.000006';'0.000821'
3000;'0.000006';'0.000830'
3000;'0.000006';'0.001034'
3000;'0.000005';'0.000793'
3000;'0.000006';'0.000861'
3000;'0.000006';'0.000822'
3000;'0.000006';'0.000745'
3000;'0.000006';'0.000772'
3000;'0.000006';'0.000656'
3000;'0.000006';'0.000676'
3000;'0.000006';'0.000810'
3000;'0.000006';'0.000690'
3000;'0.000006';'0.000595'
3000;'0.000006';'0.000645'
3000;'0.000006';'0.000617'
3000;'0.000005';'0.000471'
3000;'0.000006';'0.000643'
3000;'0.000006';'0.000837'
3000;'0.000048';'0.000680'
3000;'0.000007';'0.000705'
3000;'0.000048';'0.000711'
3000;'0.000006';'0.000765'
3000;'0.000006';'0.000644'
3000;'0.000006';'0.000604'
3000;'0.000005';'0.000703'
3000;'0.000006';'0.000964'
3000;'0.000006';'0.000730'
3000;'0.000005';'0.000767'
3000;'0.000007';'0.000738'
3000;'0.000006';'0.000779'
3000;'0.000006';'0.000719'
3000;'0.000054';'0.000771'
3000;'0.000005';'0.000733'
3000;'0.000006';'0.000836'
3000;'0.000050';'0.000989'
3000;'0.000006';'0.000732'
3000;'0.000006';'0.000748'
3000;'0.000006';'0.000771'
3000;'0.000119';'0.000760'
3000;'0.000330';'0.005432'
3000;'0.000006';'0.000859'
3000;'0.000006';'0.000849'
3000;'0.000006';'0.000988'
3000;'0.000006';'0.000811'
3000;'0.000006';'0.000889'
3000;'0.000006';'0.000665'
3000;'0.000006';'0.000905'
3000;'0.000006';'0.000833'
3000;'0.000006';'0.000695'
3000;'0.000006';'0.000627'
3000;'0.000006';'0.000663'
3000;'0.000005';'0.000718'
3000;'0.000006';'0.000666'
3000;'0.000006';'0.000721'
3000;'0.000006';'0.000659'
3000;'0.000006';'0.000684'
3000;'0.000006';'0.000675'
3000;'0.000006';'0.000723'
3000;'0.000006';'0.000981'
3000;'0.000006';'0.000658'
3000;'0.000006';'0.000713'
3000;'0.000006';'0.000840'
3000;'0.000006';'0.000756'
3000;'0.000006';'0.001190'
3000;'0.000006';'0.000839'
3000;'0.000006';'0.000562'
3000;'0.000006';'0.000847'
3000;'0.000006';'0.000560'
4000;'0.000006';'0.000869'
4000;'0.000006';'0.000573'
4000;'0.000006';'0.000867'
4000;'0.000006';'0.000804'
4000;'0.000006';'0.000716'
4000;'0.000006';'0.000729'
4000;'0.000006';'0.000889'
4000;'0.000006';'0.000840'
4000;'0.000006';'0.000763'
4000;'0.000006';'0.000760'
4000;'0.000006';'0.001212'
4000;'0.000006';'0.001051'
4000;'0.000006';'0.000976'
4000;'0.000006';'0.001258'
4000;'0.000006';'0.000845'
4000;'0.000006';'0.000584'
4000;'0.000006';'0.000885'
4000;'0.000006';'0.000668'
4000;'0.000006';'0.000952'
4000;'0.000006';'0.000682'
4000;'0.000007';'0.000953'
4000;'0.000006';'0.001128'
4000;'0.000006';'0.000766'
4000;'0.000006';'0.000898'
4000;'0.000006';'0.000881'
4000;'0.000006';'0.000901'
4000;'0.000006';'0.000954'
4000;'0.000006';'0.000918'
4000;'0.000006';'0.000724'
4000;'0.000006';'0.000831'
4000;'0.000006';'0.000849'
4000;'0.000319';'0.003987'
4000;'0.000006';'0.001369'
4000;'0.000006';'0.000573'
4000;'0.000006';'0.000844'
4000;'0.000006';'0.001221'
4000;'0.000005';'0.001052'
4000;'0.000006';'0.000921'
4000;'0.000006';'0.000887'
4000;'0.000006';'0.000958'
4000;'0.000006';'0.000752'
4000;'0.000005';'0.000862'
4000;'0.000006';'0.000877'
4000;'0.000006';'0.001023'
4000;'0.000050';'0.000877'
4000;'0.000051';'0.000880'
4000;'0.000006';'0.000888'
4000;'0.000006';'0.000742'
4000;'0.000006';'0.002718'
4000;'0.000006';'0.000799'
4000;'0.000006';'0.000821'
4000;'0.000006';'0.000915'
4000;'0.000006';'0.001087'
4000;'0.000005';'0.000897'
4000;'0.000006';'0.000965'
4000;'0.000007';'0.001132'
4000;'0.000006';'0.000640'
4000;'0.000006';'0.000831'
4000;'0.000006';'0.000886'
4000;'0.000006';'0.000887'
4000;'0.000006';'0.000883'
4000;'0.000006';'0.001122'
4000;'0.000006';'0.001074'
4000;'0.000006';'0.000875'
4000;'0.000006';'0.000824'
4000;'0.000006';'0.000846'
4000;'0.000006';'0.000937'
4000;'0.000006';'0.001016'
4000;'0.000006';'0.001049'
4000;'0.000006';'0.001537'
4000;'0.000006';'0.000875'
4000;'0.000006';'0.000951'
4000;'0.000006';'0.001829'
4000;'0.000006';'0.000896'
4000;'0.000006';'0.000885'
4000;'0.000005';'0.000879'
4000;'0.000006';'0.001013'
4000;'0.000006';'0.000802'
4000;'0.000006';'0.000880'
4000;'0.000006';'0.000797'
4000;'0.000006';'0.001217'
4000;'0.000006';'0.000926'
4000;'0.000006';'0.000797'
4000;'0.000005';'0.000892'
4000;'0.000006';'0.000845'
4000;'0.000006';'0.000894'
4000;'0.000006';'0.006664'
4000;'0.000006';'0.000975'
4000;'0.000006';'0.000902'
4000;'0.000006';'0.001488'
4000;'0.000006';'0.001288'
4000;'0.000006';'0.001004'
4000;'0.000006';'0.000891'
4000;'0.000006';'0.000916'
4000;'0.000005';'0.000931'
4000;'0.000006';'0.000948'
4000;'0.000007';'0.000881'
4000;'0.000006';'0.000872'
4000;'0.000006';'0.000953'
4000;'0.000006';'0.001001'
5000;'0.000003';'0.000879'
5000;'0.000003';'0.000932'
5000;'0.000003';'0.000950'
5000;'0.000004';'0.007925'
5000;'0.000004';'0.000795'
5000;'0.000004';'0.000918'
5000;'0.000004';'0.001165'
5000;'0.000004';'0.001128'
5000;'0.000004';'0.000952'
5000;'0.000003';'0.000961'
5000;'0.000004';'0.000938'
5000;'0.000003';'0.000962'
5000;'0.000004';'0.000940'
5000;'0.000003';'0.000958'
5000;'0.000003';'0.001070'
5000;'0.000003';'0.000982'
5000;'0.000003';'0.000933'
5000;'0.000003';'0.000954'
5000;'0.000003';'0.001281'
5000;'0.000004';'0.001218'
5000;'0.000004';'0.001093'
5000;'0.000004';'0.003719'
5000;'0.000004';'0.000976'
5000;'0.000003';'0.001075'
5000;'0.000004';'0.001039'
5000;'0.000003';'0.000985'
5000;'0.000003';'0.003746'
5000;'0.000003';'0.003730'
5000;'0.000003';'0.001261'
5000;'0.000003';'0.001303'
5000;'0.000004';'0.001080'
5000;'0.000003';'0.000999'
5000;'0.000003';'0.000985'
5000;'0.000004';'0.006657'
5000;'0.000004';'0.001297'
5000;'0.000004';'0.001044'
5000;'0.000004';'0.001024'
5000;'0.000004';'0.001134'
5000;'0.000004';'0.001031'
5000;'0.000004';'0.001055'
5000;'0.000003';'0.001095'
5000;'0.000003';'0.001014'
5000;'0.000004';'0.001251'
5000;'0.000004';'0.001753'
5000;'0.000003';'0.001060'
5000;'0.000003';'0.002264'
5000;'0.000002';'0.001476'
5000;'0.000003';'0.001065'
5000;'0.000004';'0.001078'
5000;'0.000004';'0.000884'
5000;'0.000003';'0.005154'
5000;'0.000003';'0.000889'
5000;'0.000004';'0.001135'
5000;'0.000003';'0.001152'
5000;'0.000003';'0.001948'
5000;'0.000003';'0.001098'
5000;'0.000003';'0.000958'
5000;'0.000003';'0.001057'
5000;'0.000004';'0.000871'
5000;'0.000003';'0.000994'
5000;'0.000004';'0.000972'
5000;'0.000003';'0.000886'
5000;'0.000003';'0.000895'
5000;'0.000004';'0.000961'
5000;'0.000003';'0.000767'
5000;'0.000003';'0.000840'
5000;'0.000004';'0.001049'
5000;'0.000003';'0.001040'
5000;'0.000004';'0.001001'
5000;'0.000003';'0.001595'
5000;'0.000003';'0.001017'
5000;'0.000003';'0.000877'
5000;'0.000003';'0.001225'
5000;'0.000004';'0.001103'
5000;'0.000003';'0.001040'
5000;'0.000003';'0.001138'
5000;'0.000004';'0.000991'
5000;'0.000004';'0.000984'
5000;'0.000004';'0.001006'
5000;'0.000003';'0.001063'
5000;'0.000003';'0.001033'
5000;'0.000003';'0.001006'
5000;'0.000004';'0.001181'
5000;'0.000003';'0.000939'
5000;'0.000004';'0.001171'
5000;'0.000003';'0.001129'
5000;'0.000004';'0.003384'
5000;'0.000004';'0.001120'
5000;'0.000003';'0.001576'
5000;'0.000004';'0.001088'
5000;'0.000004';'0.001176'
5000;'0.000003';'0.001149'
5000;'0.000003';'0.000901'
5000;'0.000004';'0.001114'
5000;'0.000003';'0.001139'
5000;'0.000003';'0.001074'
5000;'0.000003';'0.001175'
5000;'0.000003';'0.001195'
5000;'0.000004';'0.001192'
5000;'0.000003';'0.001209'
6000;'0.000005';'0.001205'
6000;'0.000006';'0.001338'
6000;'0.000005';'0.001200'
6000;'0.000004';'0.001506'
6000;'0.000005';'0.001695'
6000;'0.000004';'0.000948'
6000;'0.000005';'0.001671'
6000;'0.000004';'0.001111'
6000;'0.000004';'0.001071'
6000;'0.000005';'0.001095'
6000;'0.000005';'0.001063'
6000;'0.000004';'0.000987'
6000;'0.000004';'0.001105'
6000;'0.000005';'0.001171'
6000;'0.000005';'0.001175'
6000;'0.000005';'0.001081'
6000;'0.000005';'0.001062'
6000;'0.000005';'0.001055'
6000;'0.000004';'0.001412'
6000;'0.000005';'0.001093'
6000;'0.000005';'0.001217'
6000;'0.000004';'0.001108'
6000;'0.000004';'0.001297'
6000;'0.000005';'0.001246'
6000;'0.000005';'0.001300'
6000;'0.000004';'0.001120'
6000;'0.000005';'0.001259'
6000;'0.000005';'0.001071'
6000;'0.000004';'0.001051'
6000;'0.000005';'0.001536'
6000;'0.000005';'0.001506'
6000;'0.000004';'0.002756'
6000;'0.000005';'0.006581'
6000;'0.000005';'0.004000'
6000;'0.000005';'0.001391'
6000;'0.000004';'0.001306'
6000;'0.000005';'0.001259'
6000;'0.000005';'0.001293'
6000;'0.000005';'0.001014'
6000;'0.000005';'0.001293'
6000;'0.000005';'0.001176'
6000;'0.000005';'0.001064'
6000;'0.000005';'0.001079'
6000;'0.000004';'0.001132'
6000;'0.000004';'0.001451'
6000;'0.000004';'0.001100'
6000;'0.000005';'0.001360'
6000;'0.000004';'0.001241'
6000;'0.000005';'0.003460'
6000;'0.000004';'0.001223'
6000;'0.000005';'0.001100'
6000;'0.000005';'0.001204'
6000;'0.000004';'0.001214'
6000;'0.000005';'0.000987'
6000;'0.000004';'0.001265'
6000;'0.000004';'0.001275'
6000;'0.000005';'0.001166'
6000;'0.000004';'0.001039'
6000;'0.000005';'0.001079'
6000;'0.000004';'0.000941'
6000;'0.000006';'0.001633'
6000;'0.000004';'0.001258'
6000;'0.000005';'0.001272'
6000;'0.000004';'0.001389'
6000;'0.000005';'0.001457'
6000;'0.000004';'0.001094'
6000;'0.000005';'0.001150'
6000;'0.000004';'0.001218'
6000;'0.000005';'0.001505'
6000;'0.000005';'0.001062'
6000;'0.000004';'0.001111'
6000;'0.000005';'0.001120'
6000;'0.000005';'0.001373'
6000;'0.000005';'0.001096'
6000;'0.000005';'0.001123'
6000;'0.000004';'0.001172'
6000;'0.000005';'0.001128'
6000;'0.000004';'0.001152'
6000;'0.000005';'0.001400'
6000;'0.000004';'0.001130'
6000;'0.000004';'0.001112'
6000;'0.000005';'0.001272'
6000;'0.000005';'0.001325'
6000;'0.000005';'0.001135'
6000;'0.000005';'0.001132'
6000;'0.000005';'0.001135'
6000;'0.000005';'0.001211'
6000;'0.000005';'0.001122'
6000;'0.000005';'0.001092'
6000;'0.000005';'0.001632'
6000;'0.000005';'0.001155'
6000;'0.000005';'0.000886'
6000;'0.000005';'0.000898'
6000;'0.000004';'0.000857'
6000;'0.000005';'0.001317'
6000;'0.000005';'0.001613'
6000;'0.000007';'0.007542'
6000;'0.000004';'0.001850'
6000;'0.000006';'0.001502'
6000;'0.000007';'0.001550'
7000;'0.000024';'0.001192'
7000;'0.000024';'0.001118'
7000;'0.000025';'0.001026'
7000;'0.000024';'0.001265'
7000;'0.000024';'0.001584'
7000;'0.000024';'0.001326'
7000;'0.000024';'0.001341'
7000;'0.000024';'0.001399'
7000;'0.000024';'0.001340'
7000;'0.000025';'0.001175'
7000;'0.000024';'0.001007'
7000;'0.000024';'0.001034'
7000;'0.000024';'0.001086'
7000;'0.000024';'0.001026'
7000;'0.000025';'0.001009'
7000;'0.000024';'0.001009'
7000;'0.000024';'0.001097'
7000;'0.000024';'0.002313'
7000;'0.000024';'0.001134'
7000;'0.000024';'0.001067'
7000;'0.000024';'0.001172'
7000;'0.000024';'0.001422'
7000;'0.000024';'0.001208'
7000;'0.000024';'0.001090'
7000;'0.000024';'0.001053'
7000;'0.000024';'0.001138'
7000;'0.000024';'0.001084'
7000;'0.000024';'0.001345'
7000;'0.000024';'0.001107'
7000;'0.000024';'0.001087'
7000;'0.000024';'0.001131'
7000;'0.000024';'0.001091'
7000;'0.000024';'0.002336'
7000;'0.000024';'0.001320'
7000;'0.000024';'0.001187'
7000;'0.000741';'0.001202'
7000;'0.000025';'0.001166'
7000;'0.000024';'0.001184'
7000;'0.000024';'0.001194'
7000;'0.000025';'0.001146'
7000;'0.000025';'0.001114'
7000;'0.000024';'0.001082'
7000;'0.000024';'0.001225'
7000;'0.000024';'0.001033'
7000;'0.000024';'0.001398'
7000;'0.000024';'0.001209'
7000;'0.000024';'0.001145'
7000;'0.000024';'0.001073'
7000;'0.000024';'0.001211'
7000;'0.000024';'0.001093'
7000;'0.000024';'0.001100'
7000;'0.000024';'0.001081'
7000;'0.000024';'0.001160'
7000;'0.000024';'0.001105'
7000;'0.000025';'0.001214'
7000;'0.000024';'0.001212'
7000;'0.000024';'0.001338'
7000;'0.000024';'0.001126'
7000;'0.000024';'0.001141'
7000;'0.000023';'0.001203'
7000;'0.000024';'0.001097'
7000;'0.000024';'0.001158'
7000;'0.000024';'0.001103'
7000;'0.000024';'0.001165'
7000;'0.000025';'0.001099'
7000;'0.000024';'0.008731'
7000;'0.000024';'0.001205'
7000;'0.000025';'0.002296'
7000;'0.000058';'0.001347'
7000;'0.000025';'0.001114'
7000;'0.000024';'0.001336'
7000;'0.000024';'0.001170'
7000;'0.000024';'0.001153'
7000;'0.000024';'0.001226'
7000;'0.000023';'0.001102'
7000;'0.000024';'0.001126'
7000;'0.000024';'0.008519'
7000;'0.000024';'0.001104'
7000;'0.000024';'0.001315'
7000;'0.000024';'0.001303'
7000;'0.000025';'0.001285'
7000;'0.000024';'0.001170'
7000;'0.000024';'0.001111'
7000;'0.000024';'0.001152'
7000;'0.000024';'0.001289'
7000;'0.000024';'0.001124'
7000;'0.000025';'0.001160'
7000;'0.000024';'0.001472'
7000;'0.000024';'0.001211'
7000;'0.000025';'0.001049'
7000;'0.000025';'0.001578'
7000;'0.000676';'0.001175'
7000;'0.000024';'0.001149'
7000;'0.000024';'0.001250'
7000;'0.000024';'0.001338'
7000;'0.000024';'0.001168'
7000;'0.000024';'0.001210'
7000;'0.000024';'0.001206'
7000;'0.000024';'0.001222'
7000;'0.000024';'0.001225'
8000;'0.000028';'0.001206'
8000;'0.000028';'0.001354'
8000;'0.000027';'0.001214'
8000;'0.000027';'0.001182'
8000;'0.000027';'0.001144'
8000;'0.000028';'0.001127'
8000;'0.000028';'0.001405'
8000;'0.000027';'0.001171'
8000;'0.000028';'0.001213'
8000;'0.000073';'0.001313'
8000;'0.000027';'0.008678'
8000;'0.000027';'0.001060'
8000;'0.000028';'0.001636'
8000;'0.000027';'0.003963'
8000;'0.000028';'0.002389'
8000;'0.000027';'0.001305'
8000;'0.000028';'0.007245'
8000;'0.000027';'0.001412'
8000;'0.000028';'0.006281'
8000;'0.000073';'0.001704'
8000;'0.000090';'0.001928'
8000;'0.000027';'0.002160'
8000;'0.000028';'0.001433'
8000;'0.000028';'0.001520'
8000;'0.000027';'0.005343'
8000;'0.000028';'0.001617'
8000;'0.000027';'0.001587'
8000;'0.000027';'0.001036'
8000;'0.000027';'0.001498'
8000;'0.000027';'0.001210'
8000;'0.000028';'0.001463'
8000;'0.000027';'0.001248'
8000;'0.000028';'0.001176'
8000;'0.000038';'0.001162'
8000;'0.000027';'0.001385'
8000;'0.000027';'0.001307'
8000;'0.000028';'0.001568'
8000;'0.000027';'0.001618'
8000;'0.000027';'0.001625'
8000;'0.000028';'0.001542'
8000;'0.000028';'0.001139'
8000;'0.000038';'0.001447'
8000;'0.000027';'0.001598'
8000;'0.000028';'0.001270'
8000;'0.000028';'0.001016'
8000;'0.000028';'0.001224'
8000;'0.000028';'0.001362'
8000;'0.000027';'0.001323'
8000;'0.000027';'0.001232'
8000;'0.000027';'0.001346'
8000;'0.000027';'0.001345'
8000;'0.000028';'0.001758'
8000;'0.000028';'0.001345'
8000;'0.000028';'0.001555'
8000;'0.000028';'0.001260'
8000;'0.000027';'0.001074'
8000;'0.000033';'0.001249'
8000;'0.000027';'0.001537'
8000;'0.000028';'0.001457'
8000;'0.000027';'0.001388'
8000;'0.000027';'0.001261'
8000;'0.000028';'0.001278'
8000;'0.000027';'0.001240'
8000;'0.000027';'0.001228'
8000;'0.000028';'0.001397'
8000;'0.000028';'0.001181'
8000;'0.000027';'0.001543'
8000;'0.000028';'0.001361'
8000;'0.000027';'0.001959'
8000;'0.000028';'0.002243'
8000;'0.000027';'0.001323'
8000;'0.000027';'0.001451'
8000;'0.000028';'0.001421'
8000;'0.000064';'0.001319'
8000;'0.000028';'0.001283'
8000;'0.000027';'0.001270'
8000;'0.000028';'0.001374'
8000;'0.000027';'0.001324'
8000;'0.000028';'0.001255'
8000;'0.000027';'0.001247'
8000;'0.000028';'0.001528'
8000;'0.000027';'0.001512'
8000;'0.000028';'0.001592'
8000;'0.000027';'0.004838'
8000;'0.000028';'0.001257'
8000;'0.000028';'0.001368'
8000;'0.000027';'0.001757'
8000;'0.000027';'0.001782'
8000;'0.000027';'0.001636'
8000;'0.000028';'0.001599'
8000;'0.000027';'0.001593'
8000;'0.000028';'0.001620'
8000;'0.000028';'0.001437'
8000;'0.000038';'0.001937'
8000;'0.000027';'0.001534'
8000;'0.000027';'0.003969'
8000;'0.000028';'0.001572'
8000;'0.000028';'0.001293'
8000;'0.000027';'0.001125'
8000;'0.000027';'0.001201'
9000;'0.000031';'0.001836'
9000;'0.000030';'0.001395'
9000;'0.000030';'0.001308'
9000;'0.000031';'0.001120'
9000;'0.000031';'0.001092'
9000;'0.000031';'0.001086'
9000;'0.000030';'0.001295'
9000;'0.000030';'0.001508'
9000;'0.000031';'0.001482'
9000;'0.000031';'0.001739'
9000;'0.000031';'0.001348'
9000;'0.000031';'0.001207'
9000;'0.000031';'0.001723'
9000;'0.000031';'0.001680'
9000;'0.000031';'0.001561'
9000;'0.000030';'0.001163'
9000;'0.000030';'0.001257'
9000;'0.000031';'0.001554'
9000;'0.000029';'0.001388'
9000;'0.000030';'0.001373'
9000;'0.000031';'0.001497'
9000;'0.000030';'0.001403'
9000;'0.000031';'0.001508'
9000;'0.000031';'0.001527'
9000;'0.000030';'0.002077'
9000;'0.000031';'0.001253'
9000;'0.000041';'0.001604'
9000;'0.000030';'0.001621'
9000;'0.000031';'0.001398'
9000;'0.000030';'0.001385'
9000;'0.000034';'0.001307'
9000;'0.000031';'0.001674'
9000;'0.000030';'0.001516'
9000;'0.000030';'0.001125'
9000;'0.000030';'0.001107'
9000;'0.000030';'0.001350'
9000;'0.000030';'0.001426'
9000;'0.000031';'0.001573'
9000;'0.000030';'0.001728'
9000;'0.000031';'0.001677'
9000;'0.000031';'0.001240'
9000;'0.000030';'0.001790'
9000;'0.000030';'0.001636'
9000;'0.000031';'0.001485'
9000;'0.000508';'0.001439'
9000;'0.000031';'0.001473'
9000;'0.000083';'0.001384'
9000;'0.000081';'0.001442'
9000;'0.000077';'0.001428'
9000;'0.000031';'0.001418'
9000;'0.000078';'0.001337'
9000;'0.000031';'0.001331'
9000;'0.000030';'0.001421'
9000;'0.000031';'0.002245'
9000;'0.000031';'0.001688'
9000;'0.000030';'0.001458'
9000;'0.000031';'0.001450'
9000;'0.000030';'0.001429'
9000;'0.000030';'0.001537'
9000;'0.000042';'0.001521'
9000;'0.000030';'0.001506'
9000;'0.000030';'0.001385'
9000;'0.000030';'0.001388'
9000;'0.000523';'0.002740'
9000;'0.000031';'0.001150'
9000;'0.000031';'0.002056'
9000;'0.000030';'0.001503'
9000;'0.000031';'0.001145'
9000;'0.000031';'0.001197'
9000;'0.000031';'0.001232'
