'DIMENSIONE';'TIME_SINGLE';'TIME_MULTI'
560;'0.000001';'0.001085'
560;'0.000002';'0.000324'
570;'0.000004';'0.000313'
570;'0.000003';'0.000278'
580;'0.000004';'0.000226'
580;'0.000002';'0.001453'
590;'0.000003';'0.000358'
590;'0.000004';'0.000362'
600;'0.000003';'0.000353'
600;'0.000003';'0.001941'
610;'0.000002';'0.000439'
610;'0.000002';'0.000980'
620;'0.000004';'0.000513'
620;'0.000004';'0.000298'
630;'0.000002';'0.000358'
630;'0.000001';'0.000374'
640;'0.000003';'0.000279'
640;'0.000004';'0.000362'
650;'0.000004';'0.000286'
650;'0.000003';'0.000327'
660;'0.000002';'0.001180'
660;'0.000003';'0.000348'
670;'0.000003';'0.000365'
670;'0.000003';'0.000286'
680;'0.000003';'0.000361'
680;'0.000004';'0.000535'
690;'0.000003';'0.001076'
690;'0.000002';'0.004809'
700;'0.000003';'0.000419'
700;'0.000004';'0.000629'
710;'0.000006';'0.000370'
710;'0.000003';'0.001118'
720;'0.000002';'0.000366'
720;'0.000002';'0.000360'
730;'0.000004';'0.000337'
730;'0.000004';'0.000283'
740;'0.000002';'0.000268'
740;'0.000002';'0.000305'
750;'0.000002';'0.000291'
750;'0.000002';'0.000274'
760;'0.000004';'0.000346'
760;'0.000004';'0.000295'
770;'0.000002';'0.000269'
770;'0.000002';'0.000310'
780;'0.000002';'0.000311'
780;'0.000002';'0.000313'
790;'0.000002';'0.001594'
790;'0.000001';'0.000304'
800;'0.000004';'0.000343'
800;'0.000006';'0.005019'
810;'0.000002';'0.000288'
810;'0.000003';'0.000321'
820;'0.000003';'0.000258'
820;'0.000004';'0.000231'
830;'0.000004';'0.000345'
830;'0.000004';'0.000257'
840;'0.000001';'0.000870'
840;'0.000002';'0.000288'
850;'0.000003';'0.000323'
850;'0.000003';'0.000330'
860;'0.000004';'0.000278'
860;'0.000004';'0.000315'
870;'0.000002';'0.000277'
870;'0.000003';'0.000270'
880;'0.000003';'0.000266'
880;'0.000003';'0.000330'
890;'0.000002';'0.000302'
890;'0.000002';'0.000315'
900;'0.000004';'0.001368'
900;'0.000004';'0.000311'
910;'0.000004';'0.000309'
910;'0.000005';'0.000308'
920;'0.000002';'0.000297'
920;'0.000001';'0.000306'
930;'0.000004';'0.003279'
930;'0.000004';'0.000244'
940;'0.000002';'0.000239'
940;'0.000002';'0.000330'
950;'0.000004';'0.000357'
950;'0.000005';'0.000337'
960;'0.000005';'0.000341'
960;'0.000004';'0.000354'
970;'0.000004';'0.000333'
970;'0.000004';'0.000359'
980;'0.000005';'0.000611'
980;'0.000005';'0.000383'
990;'0.000004';'0.000509'
990;'0.000004';'0.000375'
1000;'0.000005';'0.000557'
1000;'0.000005';'0.000437'
1010;'0.000003';'0.000560'
1010;'0.000003';'0.000470'
1020;'0.000005';'0.000452'
1020;'0.000004';'0.000453'
1030;'0.000002';'0.000347'
1030;'0.000002';'0.000373'
1040;'0.000002';'0.000533'
1040;'0.000003';'0.000473'
1050;'0.000003';'0.000450'
1050;'0.000003';'0.001044'
1060;'0.000005';'0.000336'
1060;'0.000005';'0.000223'
1070;'0.000005';'0.000331'
1070;'0.000005';'0.000543'
1080;'0.000002';'0.000450'
1080;'0.000002';'0.000563'
1090;'0.000003';'0.001664'
1090;'0.000004';'0.001308'
1100;'0.000004';'0.000316'
1100;'0.000004';'0.000335'
1110;'0.000005';'0.002108'
1110;'0.000005';'0.000408'
1120;'0.000002';'0.000503'
1120;'0.000002';'0.000552'
1130;'0.000005';'0.004151'
1130;'0.000005';'0.000273'
1140;'0.000006';'0.000259'
1140;'0.000005';'0.000245'
1150;'0.000002';'0.000278'
1150;'0.000003';'0.000604'
1160;'0.000004';'0.000529'
1160;'0.000004';'0.000438'
1170;'0.000003';'0.000333'
1170;'0.000002';'0.000392'
1180;'0.000003';'0.000268'
1180;'0.000004';'0.000268'
1190;'0.000005';'0.000309'
1190;'0.000005';'0.000310'
1200;'0.000003';'0.000283'
1200;'0.000003';'0.000381'
1210;'0.000003';'0.000290'
1210;'0.000002';'0.000588'
1220;'0.000006';'0.000274'
1220;'0.000005';'0.000268'
1230;'0.000049';'0.000437'
1230;'0.000006';'0.000365'
1240;'0.000006';'0.000402'
1240;'0.000005';'0.001669'
1250;'0.000005';'0.000973'
1250;'0.000005';'0.000352'
1260;'0.000002';'0.000365'
1260;'0.000002';'0.000357'
1270;'0.000006';'0.000350'
1270;'0.000006';'0.000767'
1280;'0.000006';'0.000366'
1280;'0.000005';'0.000363'
1290;'0.000005';'0.001061'
1290;'0.000005';'0.000403'
1300;'0.000005';'0.000420'
1300;'0.000005';'0.000340'
1310;'0.000002';'0.000326'
1310;'0.000002';'0.000328'
1320;'0.000004';'0.000569'
1320;'0.000010';'0.000356'
1330;'0.000006';'0.000341'
1330;'0.000006';'0.000372'
1340;'0.000004';'0.000340'
1340;'0.000004';'0.000341'
1350;'0.000003';'0.000360'
1350;'0.000003';'0.000399'
1360;'0.000005';'0.000363'
1360;'0.000005';'0.000368'
1370;'0.000006';'0.000374'
1370;'0.000005';'0.000362'
1380;'0.000001';'0.000360'
1380;'0.000002';'0.000330'
1390;'0.000003';'0.000326'
1390;'0.000004';'0.000334'
1400;'0.000002';'0.000328'
1400;'0.000003';'0.000347'
1410;'0.000006';'0.000333'
1410;'0.000006';'0.000389'
1420;'0.000006';'0.000349'
1420;'0.000006';'0.001642'
1430;'0.000003';'0.000411'
1430;'0.000008';'0.000720'
1440;'0.000002';'0.000379'
1440;'0.000002';'0.000924'
1450;'0.000002';'0.000508'
1450;'0.000003';'0.000321'
1460;'0.000048';'0.000586'
1460;'0.000007';'0.000788'
1470;'0.000046';'0.000358'
1470;'0.000005';'0.000348'
1480;'0.000002';'0.000228'
1480;'0.000002';'0.000231'
1490;'0.000006';'0.000236'
1490;'0.000006';'0.000244'
1500;'0.000002';'0.000327'
1500;'0.000002';'0.000336'
1510;'0.000047';'0.000341'
1510;'0.000006';'0.000339'
1520;'0.000048';'0.000447'
1520;'0.000007';'0.000328'
1530;'0.000048';'0.000341'
1530;'0.000047';'0.000330'
1540;'0.000003';'0.000329'
1540;'0.000004';'0.000358'
1550;'0.000006';'0.000284'
1550;'0.000007';'0.000334'
1560;'0.000003';'0.000287'
1560;'0.000003';'0.000345'
1570;'0.000010';'0.001024'
1570;'0.000010';'0.000535'
1580;'0.000002';'0.000582'
1580;'0.000003';'0.000351'
1590;'0.000007';'0.000404'
1590;'0.000007';'0.000353'
1600;'0.000004';'0.000272'
1600;'0.000005';'0.000349'
1610;'0.000002';'0.000347'
1610;'0.000002';'0.000382'
1620;'0.000002';'0.000369'
1620;'0.000002';'0.000545'
1630;'0.000004';'0.000356'
1630;'0.000003';'0.000347'
1640;'0.000007';'0.000349'
1640;'0.000006';'0.000392'
1650;'0.000007';'0.000363'
1650;'0.000006';'0.000358'
1660;'0.000006';'0.000384'
1660;'0.000005';'0.000381'
1670;'0.000007';'0.000362'
1670;'0.000007';'0.000281'
1680;'0.000002';'0.000417'
1680;'0.000002';'0.000331'
1690;'0.000005';'0.000317'
1690;'0.000005';'0.000311'
1700;'0.000006';'0.000314'
1700;'0.000006';'0.000316'
1710;'0.000007';'0.001561'
1710;'0.000007';'0.001244'
1720;'0.000004';'0.000361'
1720;'0.000004';'0.000541'
1730;'0.000002';'0.000297'
1730;'0.000002';'0.000275'
1740;'0.000003';'0.002563'
1740;'0.000002';'0.000441'
1750;'0.000006';'0.000378'
1750;'0.000048';'0.000338'
1760;'0.000005';'0.000298'
1760;'0.000004';'0.000372'
1770;'0.000007';'0.000250'
1770;'0.000006';'0.000256'
1780;'0.000002';'0.000406'
1780;'0.000002';'0.000383'
1790;'0.000004';'0.000366'
1790;'0.000004';'0.000360'
1800;'0.000007';'0.000278'
1800;'0.000008';'0.000351'
1810;'0.000004';'0.000278'
1810;'0.000004';'0.000276'
1820;'0.000056';'0.000374'
1820;'0.000005';'0.000282'
1830;'0.000055';'0.000344'
1830;'0.000047';'0.000346'
1840;'0.000002';'0.001519'
1840;'0.000002';'0.000291'
1850;'0.000008';'0.000247'
1850;'0.000007';'0.000282'
1860;'0.000054';'0.000334'
1860;'0.000047';'0.000776'
1870;'0.000004';'0.000411'
1870;'0.000004';'0.000328'
1880;'0.000002';'0.000308'
1880;'0.000002';'0.000297'
1890;'0.000002';'0.000276'
1890;'0.000002';'0.000314'
1900;'0.000008';'0.000305'
1900;'0.000008';'0.000299'
1910;'0.000007';'0.000232'
1910;'0.000008';'0.000306'
1920;'0.000007';'0.000306'
1920;'0.000006';'0.000314'
1930;'0.000006';'0.000319'
1930;'0.000004';'0.000225'
1940;'0.000007';'0.000327'
1940;'0.000007';'0.000292'
1950;'0.000005';'0.000292'
1950;'0.000005';'0.000296'
1960;'0.000008';'0.000398'
1960;'0.000008';'0.000292'
1970;'0.000007';'0.000336'
1970;'0.000008';'0.000295'
1980;'0.000004';'0.000276'
1980;'0.000005';'0.000460'
1990;'0.000003';'0.000560'
1990;'0.000003';'0.000575'
2000;'0.000012';'0.000415'
2000;'0.000011';'0.000484'
2010;'0.000012';'0.000271'
2010;'0.000008';'0.000422'
2020;'0.000004';'0.000277'
2020;'0.000003';'0.000302'
2030;'0.000003';'0.000268'
2030;'0.000003';'0.000283'
2040;'0.000007';'0.000316'
2040;'0.000007';'0.000271'
2050;'0.000008';'0.000310'
2050;'0.000008';'0.000342'
2060;'0.000001';'0.000351'
2060;'0.000002';'0.000441'
2070;'0.000008';'0.006264'
2070;'0.000009';'0.000342'
2080;'0.000005';'0.001188'
2080;'0.000005';'0.000280'
2090;'0.000008';'0.000321'
2090;'0.000008';'0.000548'
2100;'0.000003';'0.000493'
2100;'0.000004';'0.000534'
2110;'0.000004';'0.000519'
2110;'0.000004';'0.000427'
2120;'0.000012';'0.000391'
2120;'0.000007';'0.000293'
2130;'0.000145';'0.000331'
2130;'0.000050';'0.000337'
2140;'0.000052';'0.000299'
2140;'0.000009';'0.000425'
2150;'0.000008';'0.000373'
2150;'0.000008';'0.000365'
2160;'0.000001';'0.000270'
2160;'0.000002';'0.000277'
2170;'0.000005';'0.000302'
2170;'0.000005';'0.000394'
2180;'0.000004';'0.000305'
2180;'0.000003';'0.000347'
2190;'0.000005';'0.000511'
2190;'0.000004';'0.005368'
2200;'0.000004';'0.000356'
2200;'0.000004';'0.000331'
2210;'0.000003';'0.000355'
2210;'0.000003';'0.000330'
2220;'0.000049';'0.001180'
2220;'0.000009';'0.000365'
2230;'0.000050';'0.000257'
2230;'0.000008';'0.000342'
2240;'0.000005';'0.000422'
2240;'0.000004';'0.000309'
2250;'0.000008';'0.000493'
2250;'0.000008';'0.000418'
2260;'0.000007';'0.000320'
2260;'0.000007';'0.000648'
2270;'0.000006';'0.000305'
2270;'0.000006';'0.000294'
2280;'0.000009';'0.000311'
2280;'0.000009';'0.000319'
2290;'0.000004';'0.000220'
2290;'0.000004';'0.000306'
2300;'0.000003';'0.000285'
2300;'0.000002';'0.000313'
2310;'0.000009';'0.005679'
2310;'0.000009';'0.000324'
2320;'0.000004';'0.002666'
2320;'0.000005';'0.000362'
2330;'0.000009';'0.000283'
2330;'0.000009';'0.000646'
2340;'0.000002';'0.000617'
2340;'0.000002';'0.000608'
2350;'0.000005';'0.001130'
2350;'0.000005';'0.000354'
2360;'0.000006';'0.000334'
2360;'0.000006';'0.000330'
2370;'0.000006';'0.001695'
2370;'0.000006';'0.000328'
2380;'0.000009';'0.000316'
2380;'0.000009';'0.000289'
2390;'0.000008';'0.000299'
2390;'0.000009';'0.000309'
2400;'0.000005';'0.000312'
2400;'0.000005';'0.000321'
2410;'0.000009';'0.012190'
2410;'0.000009';'0.003982'
2420;'0.000009';'0.003694'
2420;'0.000008';'0.000416'
2430;'0.000008';'0.000419'
2430;'0.000014';'0.000415'
2440;'0.000007';'0.000432'
2440;'0.000012';'0.006497'
2450;'0.000009';'0.001653'
2450;'0.000009';'0.000368'
2460;'0.000010';'0.000348'
2460;'0.000010';'0.000331'
2470;'0.000004';'0.000336'
2470;'0.000003';'0.000236'
2480;'0.000009';'0.000428'
2480;'0.000010';'0.000445'
2490;'0.000003';'0.000354'
2490;'0.000004';'0.000348'
2500;'0.000007';'0.000486'
2500;'0.000007';'0.000370'
2510;'0.000006';'0.000356'
2510;'0.000007';'0.000416'
2520;'0.000006';'0.000453'
2520;'0.000006';'0.000355'
2530;'0.000002';'0.006153'
2530;'0.000001';'0.001814'
2540;'0.000009';'0.002146'
2540;'0.000021';'0.000366'
2550;'0.000003';'0.000363'
2550;'0.000003';'0.006673'
2560;'0.000010';'0.003721'
2560;'0.000010';'0.004692'
2570;'0.000139';'0.009788'
2570;'0.000009';'0.002111'
2580;'0.000010';'0.000397'
2580;'0.000010';'0.000387'
2590;'0.000004';'0.000425'
2590;'0.000004';'0.000912'
2600;'0.000005';'0.000273'
2600;'0.000005';'0.004542'
2610;'0.000010';'0.000333'
2610;'0.000010';'0.000320'
2620;'0.000004';'0.000313'
2620;'0.000003';'0.000285'
2630;'0.000010';'0.000313'
2630;'0.000021';'0.000277'
2640;'0.000009';'0.000367'
2640;'0.000009';'0.000309'
2650;'0.000010';'0.000304'
2650;'0.000010';'0.000279'
2660;'0.000010';'0.000385'
2660;'0.000010';'0.000828'
2670;'0.000010';'0.000592'
2670;'0.000009';'0.000244'
2680;'0.000009';'0.000348'
2680;'0.000010';'0.000353'
2690;'0.000010';'0.000351'
2690;'0.000009';'0.000337'
2700;'0.000009';'0.000240'
2700;'0.000010';'0.000335'
2710;'0.000007';'0.000361'
2710;'0.000007';'0.000410'
2720;'0.000010';'0.000387'
2720;'0.000011';'0.000362'
2730;'0.000010';'0.000855'
2730;'0.000011';'0.000377'
2740;'0.000004';'0.000284'
2740;'0.000004';'0.000384'
2750;'0.000010';'0.000329'
2750;'0.000010';'0.000337'
2760;'0.000004';'0.000218'
2760;'0.000004';'0.000451'
2770;'0.000005';'0.000397'
2770;'0.000004';'0.000248'
2780;'0.000007';'0.000253'
2780;'0.000008';'0.000391'
2790;'0.000010';'0.000326'
2790;'0.000011';'0.000285'
2800;'0.000007';'0.000279'
2800;'0.000007';'0.000275'
2810;'0.000002';'0.000279'
2810;'0.000003';'0.000281'
2820;'0.000003';'0.000334'
2820;'0.000004';'0.000286'
2830;'0.000006';'0.000465'
2830;'0.000006';'0.000304'
2840;'0.000003';'0.000280'
2840;'0.000002';'0.001113'
2850;'0.000011';'0.000313'
2850;'0.000011';'0.000300'
2860;'0.000010';'0.000317'
2860;'0.000011';'0.000308'
2870;'0.000011';'0.000389'
2870;'0.000011';'0.000296'
2880;'0.000004';'0.000304'
2880;'0.000004';'0.000473'
2890;'0.000011';'0.000514'
2890;'0.000011';'0.000433'
2900;'0.000017';'0.000454'
2900;'0.000017';'0.000370'
2910;'0.000008';'0.000319'
2910;'0.000006';'0.000287'
2920;'0.000002';'0.000288'
2920;'0.000002';'0.000238'
2930;'0.000003';'0.001660'
2930;'0.000003';'0.000352'
2940;'0.000008';'0.000386'
2940;'0.000009';'0.000369'
2950;'0.000003';'0.000350'
2950;'0.000002';'0.000341'
2960;'0.000010';'0.000349'
2960;'0.000009';'0.000371'
2970;'0.000010';'0.000341'
2970;'0.000010';'0.000363'
2980;'0.000006';'0.000336'
2980;'0.000006';'0.000369'
2990;'0.000001';'0.000343'
2990;'0.000002';'0.000356'
3000;'0.000004';'0.000353'
3000;'0.000004';'0.000333'
3010;'0.000009';'0.000302'
3010;'0.000009';'0.000504'
3020;'0.000011';'0.000502'
3020;'0.000011';'0.000265'
3030;'0.000011';'0.000283'
3030;'0.000011';'0.000318'
3040;'0.000003';'0.000319'
3040;'0.000004';'0.000365'
3050;'0.000011';'0.000642'
3050;'0.000012';'0.000383'
3060;'0.000003';'0.000402'
3060;'0.000004';'0.001807'
3070;'0.000002';'0.000288'
3070;'0.000002';'0.000244'
3080;'0.000003';'0.001348'
3080;'0.000002';'0.001153'
3090;'0.000008';'0.000319'
3090;'0.000008';'0.000301'
3100;'0.000011';'0.000229'
3100;'0.000011';'0.000333'
3110;'0.000011';'0.000314'
3110;'0.000012';'0.000312'
3120;'0.000004';'0.000299'
3120;'0.000004';'0.000265'
3130;'0.000005';'0.000317'
3130;'0.000004';'0.000316'
3140;'0.000004';'0.000258'
3140;'0.000004';'0.001552'
3150;'0.000006';'0.000303'
3150;'0.000006';'0.000308'
3160;'0.000012';'0.001526'
3160;'0.000012';'0.000923'
3170;'0.000009';'0.000380'
3170;'0.000010';'0.000260'
3180;'0.000011';'0.000261'
3180;'0.000012';'0.000358'
3190;'0.000012';'0.000345'
3190;'0.000012';'0.002190'
3200;'0.000003';'0.000428'
3200;'0.000004';'0.000620'
3210;'0.000012';'0.000375'
3210;'0.000011';'0.000433'
3220;'0.000002';'0.000368'
3220;'0.000002';'0.000408'
3230;'0.000011';'0.000370'
3230;'0.000012';'0.000426'
3240;'0.000012';'0.000989'
3240;'0.000012';'0.000372'
3250;'0.000006';'0.000268'
3250;'0.000005';'0.000265'
3260;'0.000004';'0.000472'
3260;'0.000003';'0.000333'
3270;'0.000055';'0.000359'
3270;'0.000053';'0.000350'
3280;'0.000013';'0.000401'
3280;'0.000054';'0.000316'
3290;'0.000002';'0.000479'
3290;'0.000002';'0.000297'
3300;'0.000012';'0.000358'
3300;'0.000012';'0.000381'
3310;'0.000001';'0.000264'
3310;'0.000002';'0.000273'
3320;'0.000047';'0.000353'
3320;'0.000005';'0.000397'
3330;'0.000011';'0.000282'
3330;'0.000012';'0.000260'
3340;'0.000012';'0.000346'
3340;'0.000012';'0.000279'
3350;'0.000002';'0.000309'
3350;'0.000002';'0.000217'
3360;'0.000007';'0.000279'
3360;'0.000108';'0.000736'
3370;'0.000013';'0.000312'
3370;'0.000012';'0.000337'
3380;'0.000053';'0.000315'
3380;'0.000013';'0.000318'
3390;'0.000053';'0.000277'
3390;'0.000012';'0.000313'
3400;'0.000053';'0.000686'
3400;'0.000012';'0.000273'
3410;'0.000011';'0.000345'
3410;'0.000010';'0.000328'
3420;'0.000010';'0.000382'
3420;'0.000010';'0.000444'
3430;'0.000012';'0.000349'
3430;'0.000012';'0.000343'
3440;'0.000009';'0.000329'
3440;'0.000009';'0.000606'
3450;'0.000004';'0.000343'
3450;'0.000003';'0.000350'
3460;'0.000004';'0.000441'
3460;'0.000004';'0.000354'
3470;'0.000004';'0.000415'
3470;'0.000004';'0.000341'
3480;'0.000004';'0.000992'
3480;'0.000004';'0.000425'
3490;'0.000048';'0.001588'
3490;'0.000005';'0.000298'
3500;'0.000011';'0.000384'
3500;'0.000011';'0.000411'
3510;'0.000012';'0.000374'
3510;'0.000056';'0.000358'
3520;'0.000013';'0.000611'
3520;'0.000013';'0.001003'
3530;'0.000013';'0.000369'
3530;'0.000013';'0.000352'
3540;'0.000048';'0.000354'
3540;'0.000005';'0.000403'
3550;'0.000008';'0.000325'
3550;'0.000009';'0.000237'
3560;'0.000009';'0.000244'
3560;'0.000009';'0.000289'
3570;'0.000020';'0.002775'
3570;'0.000013';'0.000277'
3580;'0.000004';'0.000286'
3580;'0.000004';'0.000364'
3590;'0.000007';'0.000328'
3590;'0.000008';'0.000365'
3600;'0.000006';'0.000373'
3600;'0.000006';'0.000459'
3610;'0.000003';'0.000442'
3610;'0.000003';'0.001080'
3620;'0.000010';'0.000754'
3620;'0.000009';'0.000411'
3630;'0.000013';'0.001539'
3630;'0.000014';'0.000930'
3640;'0.000013';'0.000983'
3640;'0.000013';'0.000443'
3650;'0.000001';'0.000415'
3650;'0.000001';'0.000393'
3660;'0.000013';'0.001878'
3660;'0.000099';'0.000452'
3670;'0.000003';'0.000445'
3670;'0.000002';'0.000647'
3680;'0.000002';'0.001064'
3680;'0.000002';'0.000439'
3690;'0.000094';'0.000552'
3690;'0.000065';'0.001319'
3700;'0.000014';'0.000300'
3700;'0.000014';'0.000377'
3710;'0.000014';'0.000423'
3710;'0.000014';'0.000315'
3720;'0.000003';'0.000331'
3720;'0.000003';'0.002914'
3730;'0.000004';'0.000533'
3730;'0.000005';'0.000956'
3740;'0.000896';'0.001456'
3740;'0.000012';'0.000404'
3750;'0.000014';'0.000428'
3750;'0.000013';'0.000265'
3760;'0.000003';'0.001067'
3760;'0.000003';'0.000827'
3770;'0.000012';'0.000327'
3770;'0.000012';'0.000436'
3780;'0.000013';'0.000264'
3780;'0.000014';'0.000414'
3790;'0.000009';'0.000411'
3790;'0.000009';'0.000420'
3800;'0.000003';'0.000417'
3800;'0.000003';'0.002122'
3810;'0.000003';'0.000998'
3810;'0.000003';'0.000270'
3820;'0.000008';'0.000462'
3820;'0.000009';'0.000402'
3830;'0.000014';'0.000409'
3830;'0.000014';'0.000419'
3840;'0.000005';'0.000266'
3840;'0.000004';'0.000524'
3850;'0.000002';'0.000558'
3850;'0.000003';'0.000409'
3860;'0.000011';'0.000407'
3860;'0.000011';'0.000409'
3870;'0.000015';'0.000405'
3870;'0.000014';'0.000410'
3880;'0.000006';'0.000414'
3880;'0.000005';'0.007917'
3890;'0.000007';'0.000536'
3890;'0.000007';'0.000346'
3900;'0.000015';'0.000275'
3900;'0.000014';'0.000413'
3910;'0.000002';'0.000387'
3910;'0.000002';'0.000825'
3920;'0.000014';'0.000465'
3920;'0.000014';'0.000259'
3930;'0.000003';'0.000392'
3930;'0.000003';'0.000266'
3940;'0.000005';'0.000412'
3940;'0.000004';'0.000398'
3950;'0.000008';'0.000408'
3950;'0.000008';'0.000396'
3960;'0.000010';'0.000503'
3960;'0.000010';'0.000409'
3970;'0.000014';'0.000444'
3970;'0.000014';'0.000406'
3980;'0.000002';'0.000294'
3980;'0.000003';'0.000356'
3990;'0.000010';'0.000318'
3990;'0.000011';'0.000310'
4000;'0.000004';'0.000611'
4000;'0.000004';'0.000407'
4010;'0.000002';'0.000360'
4010;'0.000002';'0.000380'
4020;'0.000022';'0.000468'
4020;'0.000023';'0.000480'
4030;'0.000014';'0.000310'
4030;'0.000014';'0.000309'
4040;'0.000006';'0.000310'
4040;'0.000006';'0.000619'
4050;'0.000011';'0.000253'
4050;'0.000011';'0.000376'
4060;'0.000002';'0.000299'
4060;'0.000003';'0.000307'
4070;'0.000014';'0.000312'
4070;'0.000015';'0.000312'
4080;'0.000004';'0.000317'
4080;'0.000004';'0.000319'
4090;'0.000014';'0.000911'
4090;'0.000014';'0.000424'
4100;'0.000001';'0.000267'
4100;'0.000002';'0.000406'
4110;'0.000004';'0.000398'
4110;'0.000004';'0.000396'
4120;'0.000008';'0.000271'
4120;'0.000008';'0.000606'
4130;'0.000014';'0.000388'
4130;'0.000015';'0.000407'
4140;'0.000015';'0.000408'
4140;'0.000015';'0.000435'
4150;'0.000002';'0.000400'
4150;'0.000002';'0.000366'
4160;'0.000006';'0.000354'
4160;'0.000006';'0.000355'
4170;'0.000008';'0.000361'
4170;'0.000008';'0.000361'
4180;'0.000010';'0.000319'
4180;'0.000010';'0.000224'
4190;'0.000015';'0.000285'
4190;'0.000015';'0.000323'
4200;'0.000006';'0.000326'
4200;'0.000007';'0.000317'
4210;'0.000015';'0.000315'
4210;'0.000015';'0.000324'
4220;'0.000004';'0.000323'
4220;'0.000004';'0.000282'
4230;'0.000015';'0.000362'
4230;'0.000015';'0.000318'
4240;'0.000015';'0.000314'
4240;'0.000059';'0.000383'
4250;'0.000064';'0.000464'
4250;'0.000061';'0.000407'
4260;'0.000015';'0.000379'
4260;'0.000016';'0.000413'
4270;'0.000002';'0.000369'
4270;'0.000002';'0.000365'
4280;'0.000015';'0.000302'
4280;'0.000015';'0.000248'
4290;'0.000015';'0.000361'
4290;'0.000015';'0.000315'
4300;'0.000015';'0.000643'
4300;'0.000015';'0.000275'
4310;'0.000010';'0.000413'
4310;'0.000010';'0.000385'
4320;'0.000005';'0.000251'
4320;'0.000004';'0.000939'
4330;'0.000008';'0.000299'
4330;'0.000007';'0.000328'
4340;'0.000010';'0.000675'
4340;'0.000015';'0.001788'
4350;'0.000012';'0.000469'
4350;'0.000012';'0.000729'
4360;'0.000016';'0.000296'
4360;'0.000058';'0.000321'
4370;'0.000058';'0.001081'
4370;'0.000060';'0.000514'
4380;'0.000016';'0.000275'
4380;'0.000015';'0.000328'
4390;'0.000016';'0.001723'
4390;'0.000015';'0.000303'
4400;'0.000013';'0.000262'
4400;'0.000014';'0.001163'
4410;'0.000016';'0.000274'
4410;'0.000017';'0.000314'
4420;'0.000015';'0.000335'
