'DIMENSIONE';'TIME_SINGLE';'TIME_MULTI'
1000;'0.000005';'0.000370'
1000;'0.000005';'0.000618'
1000;'0.000005';'0.000380'
1000;'0.000005';'0.000640'
1000;'0.000005';'0.000645'
1000;'0.000005';'0.000549'
1000;'0.000004';'0.000410'
1000;'0.000004';'0.000430'
1000;'0.000005';'0.000737'
1000;'0.000004';'0.000580'
1000;'0.000005';'0.000492'
1000;'0.000005';'0.000502'
1000;'0.000004';'0.000532'
1000;'0.000005';'0.001036'
1000;'0.000005';'0.000665'
1000;'0.000005';'0.000670'
1000;'0.000004';'0.000736'
1000;'0.000005';'0.000847'
1000;'0.000004';'0.000737'
1000;'0.000004';'0.000728'
1000;'0.000005';'0.000733'
1000;'0.000004';'0.000614'
1000;'0.000005';'0.000484'
1000;'0.000004';'0.000641'
1000;'0.000005';'0.000453'
1000;'0.000005';'0.000644'
1000;'0.000004';'0.000655'
1000;'0.000004';'0.000596'
1000;'0.000004';'0.000601'
1100;'0.000004';'0.000471'
1100;'0.000004';'0.000600'
1100;'0.000004';'0.000793'
1100;'0.000004';'0.000590'
1100;'0.000004';'0.000603'
1100;'0.000004';'0.000831'
1100;'0.000004';'0.000479'
1100;'0.000004';'0.000433'
1100;'0.000004';'0.000893'
1100;'0.000004';'0.000504'
1100;'0.000004';'0.000450'
1100;'0.000004';'0.000834'
1100;'0.000004';'0.000657'
1100;'0.000004';'0.007220'
1100;'0.000004';'0.000864'
1100;'0.000004';'0.000752'
1100;'0.000004';'0.000641'
1100;'0.000004';'0.000751'
1100;'0.000005';'0.000675'
1100;'0.000005';'0.000643'
1100;'0.000004';'0.001717'
1100;'0.000004';'0.000639'
1100;'0.000005';'0.000476'
1100;'0.000004';'0.000815'
1100;'0.000004';'0.001261'
1100;'0.000004';'0.000530'
1100;'0.000004';'0.000648'
1100;'0.000004';'0.000827'
1100;'0.000004';'0.000701'
1100;'0.000004';'0.000688'
1100;'0.000004';'0.000642'
1100;'0.000004';'0.000457'
1100;'0.000004';'0.000654'
1100;'0.000004';'0.000488'
1100;'0.000004';'0.000499'
1100;'0.000004';'0.000635'
1100;'0.000004';'0.000776'
1100;'0.000004';'0.000806'
1100;'0.000004';'0.000784'
1100;'0.000005';'0.000853'
1100;'0.000004';'0.000614'
1100;'0.000005';'0.000513'
1100;'0.000004';'0.000809'
1100;'0.000004';'0.000917'
1100;'0.000004';'0.000825'
1100;'0.000004';'0.000809'
1100;'0.000004';'0.000568'
1100;'0.000004';'0.000505'
1100;'0.000004';'0.000477'
1100;'0.000004';'0.000970'
1100;'0.000004';'0.000469'
1100;'0.000004';'0.000732'
1100;'0.000004';'0.000733'
1100;'0.000004';'0.000734'
1100;'0.000004';'0.000478'
1100;'0.000004';'0.000754'
1100;'0.000004';'0.000486'
1100;'0.000004';'0.000775'
1100;'0.000004';'0.000927'
1100;'0.000004';'0.001226'
1100;'0.000005';'0.002631'
1100;'0.000004';'0.001070'
1100;'0.000004';'0.000954'
1100;'0.000004';'0.000785'
1100;'0.000004';'0.000502'
1100;'0.000004';'0.000878'
1100;'0.000010';'0.000597'
1100;'0.000004';'0.000857'
1100;'0.000004';'0.000725'
1100;'0.000004';'0.000770'
1100;'0.000004';'0.000564'
1100;'0.000004';'0.000727'
1100;'0.000004';'0.000975'
1100;'0.000004';'0.000737'
1100;'0.000004';'0.000876'
1100;'0.000004';'0.000857'
1100;'0.000004';'0.000950'
1100;'0.000004';'0.000802'
1100;'0.000004';'0.000725'
1100;'0.000004';'0.000885'
1100;'0.000004';'0.000855'
1100;'0.000004';'0.001196'
1100;'0.000004';'0.000975'
1100;'0.000004';'0.000856'
1100;'0.000004';'0.000746'
1100;'0.000004';'0.000584'
1100;'0.000004';'0.000594'
1100;'0.000003';'0.000847'
1100;'0.000003';'0.000970'
1100;'0.000004';'0.000862'
1100;'0.000004';'0.000684'
1100;'0.000004';'0.000842'
1100;'0.000004';'0.000845'
1100;'0.000004';'0.000670'
1100;'0.000004';'0.000960'
1100;'0.000004';'0.000993'
1100;'0.000004';'0.000790'
1100;'0.000004';'0.000796'
1100;'0.000004';'0.000858'
1100;'0.000003';'0.000878'
1200;'0.000005';'0.000854'
1200;'0.000006';'0.000712'
1200;'0.000006';'0.001238'
1200;'0.000005';'0.000850'
1200;'0.000006';'0.000924'
1200;'0.000006';'0.000831'
1200;'0.000005';'0.004448'
1200;'0.000006';'0.003700'
1200;'0.000005';'0.000915'
1200;'0.000005';'0.000819'
1200;'0.000005';'0.001433'
1200;'0.000005';'0.000719'
1200;'0.000005';'0.000988'
1200;'0.000005';'0.001139'
1200;'0.000006';'0.000901'
1200;'0.000005';'0.002258'
1200;'0.000005';'0.001072'
1200;'0.000005';'0.001587'
1200;'0.000006';'0.001228'
1200;'0.000006';'0.000933'
1200;'0.000005';'0.000889'
1200;'0.000005';'0.000903'
1200;'0.000005';'0.001001'
1200;'0.000005';'0.000998'
1200;'0.000006';'0.001014'
1200;'0.000005';'0.000945'
1200;'0.000005';'0.000981'
1200;'0.000005';'0.001080'
1200;'0.000005';'0.001017'
1200;'0.000005';'0.000746'
1200;'0.000007';'0.000906'
1200;'0.000006';'0.001059'
1200;'0.000005';'0.001001'
1200;'0.000005';'0.001358'
1200;'0.000005';'0.000914'
1200;'0.000005';'0.000984'
1200;'0.000005';'0.001113'
1200;'0.000006';'0.000786'
1200;'0.000006';'0.000649'
1200;'0.000006';'0.000941'
1200;'0.000006';'0.000810'
1200;'0.000005';'0.000887'
1200;'0.000005';'0.000889'
1200;'0.000005';'0.000784'
1200;'0.000006';'0.001134'
1200;'0.000005';'0.000920'
1200;'0.000006';'0.000957'
1200;'0.000004';'0.000896'
1200;'0.000005';'0.000917'
1200;'0.000006';'0.000974'
1200;'0.000006';'0.000990'
1200;'0.000006';'0.001030'
1200;'0.000005';'0.000983'
1200;'0.000005';'0.000866'
1200;'0.000006';'0.001180'
1200;'0.000006';'0.001076'
1200;'0.000005';'0.001036'
1200;'0.000005';'0.000897'
1200;'0.000005';'0.000916'
1200;'0.000005';'0.000940'
1200;'0.000006';'0.000897'
1200;'0.000005';'0.000849'
1200;'0.000005';'0.001095'
1200;'0.000006';'0.000866'
1200;'0.000005';'0.000980'
1200;'0.000005';'0.001020'
1200;'0.000006';'0.000936'
1200;'0.000005';'0.001114'
1200;'0.000005';'0.008214'
1200;'0.000005';'0.001080'
1200;'0.000005';'0.000885'
1200;'0.000005';'0.001709'
1200;'0.000005';'0.001030'
1200;'0.000005';'0.000977'
1200;'0.000006';'0.000716'
1200;'0.000006';'0.001117'
1200;'0.000005';'0.001001'
1200;'0.000005';'0.000982'
1200;'0.000006';'0.001045'
1200;'0.000005';'0.000864'
1200;'0.000006';'0.001099'
1200;'0.000005';'0.000930'
1200;'0.000006';'0.000938'
1200;'0.000005';'0.001011'
1200;'0.000005';'0.000994'
1200;'0.000005';'0.001160'
1200;'0.000006';'0.001162'
1200;'0.000006';'0.001208'
1200;'0.000005';'0.001226'
1200;'0.000006';'0.001267'
1200;'0.000006';'0.001020'
1200;'0.000005';'0.001169'
1200;'0.000007';'0.001203'
1200;'0.000005';'0.000760'
1200;'0.000005';'0.000821'
1200;'0.000005';'0.000819'
1200;'0.000005';'0.000981'
1200;'0.000005';'0.000922'
1200;'0.000006';'0.000920'
1200;'0.000006';'0.000966'
1300;'0.000004';'0.000965'
1300;'0.000004';'0.001007'
1300;'0.000004';'0.000982'
1300;'0.000004';'0.000984'
1300;'0.000004';'0.000996'
1300;'0.000004';'0.001073'
1300;'0.000004';'0.001449'
1300;'0.000004';'0.000975'
1300;'0.000004';'0.001025'
1300;'0.000004';'0.003985'
1300;'0.000004';'0.001115'
1300;'0.000004';'0.001043'
1300;'0.000004';'0.001275'
1300;'0.000004';'0.001134'
1300;'0.000003';'0.001051'
1300;'0.000005';'0.001185'
1300;'0.000004';'0.001362'
1300;'0.000004';'0.001122'
1300;'0.000004';'0.001140'
1300;'0.000004';'0.001507'
1300;'0.000004';'0.002463'
1300;'0.000004';'0.000920'
1300;'0.000003';'0.000992'
1300;'0.000004';'0.001270'
1300;'0.000003';'0.001130'
1300;'0.000004';'0.001106'
1300;'0.000004';'0.001040'
1300;'0.000004';'0.000960'
1300;'0.000004';'0.001228'
1300;'0.000004';'0.001018'
1300;'0.000004';'0.001052'
1300;'0.000004';'0.000913'
1300;'0.000004';'0.000949'
1300;'0.000004';'0.000945'
1300;'0.000003';'0.000935'
1300;'0.000004';'0.004324'
1300;'0.000004';'0.001023'
1300;'0.000004';'0.001023'
1300;'0.000004';'0.001145'
1300;'0.000005';'0.001122'
1300;'0.000003';'0.001119'
1300;'0.000004';'0.001102'
1300;'0.000004';'0.001133'
1300;'0.000004';'0.000879'
1300;'0.000004';'0.001083'
1300;'0.000004';'0.001029'
1300;'0.000004';'0.001015'
1300;'0.000004';'0.001060'
1300;'0.000004';'0.001020'
1300;'0.000004';'0.000926'
1300;'0.000004';'0.001113'
1300;'0.000004';'0.001203'
1300;'0.000004';'0.001250'
1300;'0.000004';'0.001423'
1300;'0.000004';'0.001458'
1300;'0.000004';'0.001122'
1300;'0.000004';'0.000964'
1300;'0.000004';'0.001386'
1300;'0.000004';'0.001325'
1300;'0.000004';'0.001207'
1300;'0.000004';'0.001142'
1300;'0.000004';'0.001223'
1300;'0.000004';'0.001088'
1300;'0.000004';'0.001000'
1300;'0.000004';'0.000915'
1300;'0.000004';'0.001140'
1300;'0.000005';'0.001005'
1300;'0.000004';'0.001060'
1300;'0.000004';'0.001133'
1300;'0.000004';'0.001192'
1300;'0.000004';'0.000985'
1300;'0.000004';'0.001464'
1300;'0.000004';'0.001360'
1300;'0.000005';'0.001095'
1300;'0.000004';'0.001060'
1300;'0.000004';'0.001331'
1300;'0.000004';'0.001102'
1300;'0.000004';'0.001292'
1300;'0.000004';'0.001166'
1300;'0.000004';'0.001149'
1300;'0.000004';'0.001088'
1300;'0.000004';'0.001156'
1300;'0.000003';'0.001111'
1300;'0.000004';'0.001106'
1300;'0.000004';'0.001487'
1300;'0.000004';'0.001050'
1300;'0.000004';'0.001035'
1300;'0.000004';'0.001180'
1300;'0.000004';'0.001020'
1300;'0.000004';'0.001110'
1300;'0.000004';'0.001088'
1300;'0.000004';'0.001083'
1300;'0.000004';'0.001279'
1300;'0.000004';'0.001130'
1300;'0.000004';'0.001175'
1300;'0.000004';'0.001174'
1300;'0.000004';'0.001199'
1300;'0.000004';'0.001115'
1300;'0.000004';'0.001220'
1300;'0.000004';'0.001044'
1400;'0.000002';'0.001667'
1400;'0.000002';'0.001210'
1400;'0.000002';'0.001139'
1400;'0.000001';'0.001177'
1400;'0.000001';'0.001620'
1400;'0.000002';'0.002560'
1400;'0.000002';'0.001566'
1400;'0.000001';'0.000970'
1400;'0.000002';'0.001002'
1400;'0.000001';'0.001031'
1400;'0.000002';'0.000997'
1400;'0.000001';'0.001008'
1400;'0.000001';'0.001319'
1400;'0.000001';'0.001417'
1400;'0.000002';'0.001452'
1400;'0.000002';'0.001421'
1400;'0.000001';'0.001270'
1400;'0.000001';'0.001361'
1400;'0.000001';'0.001373'
1400;'0.000001';'0.002068'
1400;'0.000001';'0.001658'
1400;'0.000002';'0.001324'
1400;'0.000002';'0.001296'
1400;'0.000002';'0.001495'
1400;'0.000001';'0.001388'
1400;'0.000001';'0.001313'
1400;'0.000002';'0.001331'
1400;'0.000001';'0.001332'
1400;'0.000001';'0.001315'
1400;'0.000002';'0.001429'
1400;'0.000002';'0.001279'
1400;'0.000002';'0.001384'
1400;'0.000002';'0.001294'
1400;'0.000002';'0.001398'
1400;'0.000001';'0.001331'
1400;'0.000002';'0.001325'
1400;'0.000001';'0.001144'
1400;'0.000001';'0.001285'
1400;'0.000001';'0.001221'
1400;'0.000001';'0.001324'
1400;'0.000001';'0.001071'
1400;'0.000002';'0.001177'
1400;'0.000001';'0.006059'
1400;'0.000002';'0.001160'
1400;'0.000002';'0.001030'
1400;'0.000001';'0.001048'
1400;'0.000002';'0.001093'
1400;'0.000002';'0.001077'
1400;'0.000094';'0.001060'
1400;'0.000002';'0.001067'
1400;'0.000002';'0.001157'
1400;'0.000001';'0.001070'
1400;'0.000001';'0.001079'
1400;'0.000001';'0.001004'
1400;'0.000002';'0.001572'
1400;'0.000002';'0.001077'
1400;'0.000001';'0.001078'
1400;'0.000002';'0.001080'
1400;'0.000002';'0.001106'
1400;'0.000002';'0.001155'
1400;'0.000001';'0.001099'
1400;'0.000002';'0.001070'
1400;'0.000002';'0.001075'
1400;'0.000002';'0.001108'
1400;'0.000002';'0.001139'
1400;'0.000001';'0.001182'
1400;'0.000001';'0.001111'
1400;'0.000002';'0.001240'
1400;'0.000002';'0.001143'
1400;'0.000001';'0.001205'
1400;'0.000002';'0.001202'
1400;'0.000002';'0.007974'
1400;'0.000002';'0.001101'
1400;'0.000001';'0.001193'
1400;'0.000002';'0.001189'
1400;'0.000002';'0.001082'
1400;'0.000002';'0.001190'
1400;'0.000002';'0.001102'
1400;'0.000001';'0.001098'
1400;'0.000001';'0.001100'
1400;'0.000002';'0.001231'
1400;'0.000002';'0.001218'
1400;'0.000002';'0.001201'
1400;'0.000001';'0.001127'
1400;'0.000001';'0.001119'
1400;'0.000001';'0.001127'
1400;'0.000001';'0.001190'
1400;'0.000001';'0.001099'
1400;'0.000001';'0.001148'
1400;'0.000001';'0.001138'
1400;'0.000001';'0.001136'
1400;'0.000002';'0.001132'
1400;'0.000002';'0.001195'
1400;'0.000001';'0.001224'
1400;'0.000001';'0.001153'
1400;'0.000001';'0.001279'
1400;'0.000001';'0.001136'
1400;'0.000001';'0.001265'
1400;'0.000002';'0.001235'
1400;'0.000002';'0.001046'
1500;'0.000001';'0.001446'
1500;'0.000001';'0.001343'
1500;'0.000002';'0.001172'
1500;'0.000001';'0.001239'
1500;'0.000001';'0.001167'
1500;'0.000002';'0.001175'
1500;'0.000002';'0.003965'
1500;'0.000002';'0.001329'
1500;'0.000002';'0.001144'
1500;'0.000002';'0.001309'
1500;'0.000002';'0.001146'
1500;'0.000001';'0.001190'
1500;'0.000002';'0.001268'
1500;'0.000001';'0.001167'
1500;'0.000002';'0.001268'
1500;'0.000001';'0.001171'
1500;'0.000001';'0.001210'
1500;'0.000002';'0.001275'
1500;'0.000001';'0.001267'
1500;'0.000001';'0.001264'
1500;'0.000002';'0.001321'
1500;'0.000002';'0.001266'
1500;'0.000001';'0.001278'
1500;'0.000002';'0.001276'
1500;'0.000001';'0.001268'
1500;'0.000001';'0.001183'
1500;'0.000002';'0.001355'
1500;'0.000001';'0.001231'
1500;'0.000002';'0.001186'
1500;'0.000001';'0.001292'
1500;'0.000001';'0.001272'
1500;'0.000002';'0.001283'
1500;'0.000001';'0.001264'
1500;'0.000001';'0.005278'
1500;'0.000001';'0.001510'
1500;'0.000001';'0.001558'
1500;'0.000001';'0.001451'
1500;'0.000002';'0.001373'
1500;'0.000001';'0.001194'
1500;'0.000001';'0.001250'
1500;'0.000001';'0.001340'
1500;'0.000002';'0.001227'
1500;'0.000002';'0.001201'
1500;'0.000001';'0.001309'
1500;'0.000001';'0.001201'
1500;'0.000001';'0.003288'
1500;'0.000001';'0.001319'
1500;'0.000001';'0.001345'
1500;'0.000001';'0.001414'
1500;'0.000001';'0.001361'
1500;'0.000002';'0.001678'
1500;'0.000002';'0.001295'
1500;'0.000001';'0.001849'
1500;'0.000001';'0.001677'
1500;'0.000002';'0.001421'
1500;'0.000001';'0.001389'
1500;'0.000002';'0.001469'
1500;'0.000002';'0.003845'
1500;'0.000001';'0.001378'
1500;'0.000001';'0.007717'
1500;'0.000001';'0.001402'
1500;'0.000001';'0.001469'
1500;'0.000001';'0.001490'
1500;'0.000001';'0.001391'
1500;'0.000001';'0.001133'
1500;'0.000002';'0.001330'
1500;'0.000001';'0.001325'
1500;'0.000002';'0.001255'
1500;'0.000001';'0.001431'
1500;'0.000001';'0.001600'
1500;'0.000001';'0.001448'
1500;'0.000002';'0.001729'
1500;'0.000001';'0.001368'
1500;'0.000001';'0.003415'
1500;'0.000001';'0.001486'
1500;'0.000002';'0.001406'
1500;'0.000001';'0.001260'
1500;'0.000001';'0.001174'
1500;'0.000001';'0.001150'
1500;'0.000001';'0.001143'
1500;'0.000001';'0.001151'
1500;'0.000001';'0.001196'
1500;'0.000001';'0.001185'
1500;'0.000002';'0.001147'
1500;'0.000001';'0.001404'
1500;'0.000002';'0.001496'
1500;'0.000001';'0.001409'
1500;'0.000002';'0.001349'
1500;'0.000002';'0.001864'
1500;'0.000001';'0.001638'
1500;'0.000001';'0.001595'
1500;'0.000001';'0.001634'
1500;'0.000001';'0.001433'
1500;'0.000002';'0.002245'
1500;'0.000002';'0.001475'
1500;'0.000001';'0.001529'
1500;'0.000002';'0.001304'
1500;'0.000002';'0.009447'
1500;'0.000001';'0.001442'
1500;'0.000002';'0.001557'
1600;'0.000007';'0.001664'
1600;'0.000007';'0.001610'
1600;'0.000006';'0.001365'
1600;'0.000007';'0.001446'
1600;'0.000007';'0.001379'
1600;'0.000006';'0.001382'
1600;'0.000006';'0.001573'
1600;'0.000006';'0.001391'
1600;'0.000007';'0.001752'
1600;'0.000007';'0.001696'
1600;'0.000007';'0.001617'
1600;'0.000006';'0.001711'
1600;'0.000052';'0.001661'
1600;'0.000007';'0.001886'
1600;'0.000007';'0.001719'
1600;'0.000007';'0.001763'
1600;'0.000007';'0.002173'
1600;'0.000007';'0.001687'
1600;'0.000006';'0.001731'
1600;'0.000006';'0.001732'
1600;'0.000006';'0.001479'
1600;'0.000007';'0.001809'
1600;'0.000007';'0.001649'
1600;'0.000007';'0.001491'
1600;'0.000007';'0.001821'
1600;'0.000007';'0.001892'
1600;'0.000006';'0.001286'
1600;'0.000006';'0.001423'
1600;'0.000006';'0.001615'
1600;'0.000007';'0.001383'
1600;'0.000007';'0.001466'
1600;'0.000007';'0.001377'
1600;'0.000006';'0.001559'
1600;'0.000007';'0.001537'
1600;'0.000007';'0.001696'
1600;'0.000006';'0.001661'
1600;'0.000007';'0.001929'
1600;'0.000007';'0.001431'
1600;'0.000006';'0.002082'
1600;'0.000007';'0.001773'
1600;'0.000007';'0.001486'
1600;'0.000006';'0.001525'
1600;'0.000006';'0.001492'
1600;'0.000007';'0.001583'
1600;'0.000007';'0.001647'
1600;'0.000007';'0.001516'
1600;'0.000007';'0.001511'
1600;'0.000007';'0.001843'
1600;'0.000008';'0.001587'
1600;'0.000006';'0.004226'
1600;'0.000008';'0.001502'
1600;'0.000006';'0.002329'
1600;'0.000050';'0.001740'
1600;'0.000007';'0.001491'
1600;'0.000007';'0.001360'
1600;'0.000007';'0.001524'
1600;'0.000007';'0.001477'
1600;'0.000006';'0.001515'
1600;'0.000007';'0.001413'
1600;'0.000006';'0.001551'
1600;'0.000007';'0.008025'
1600;'0.000010';'0.001503'
1600;'0.000006';'0.001771'
1600;'0.000007';'0.001825'
1600;'0.000007';'0.001523'
1600;'0.000007';'0.001655'
1600;'0.000007';'0.001552'
1600;'0.000007';'0.001890'
1600;'0.000006';'0.001626'
1600;'0.000007';'0.001664'
1600;'0.000007';'0.001576'
1600;'0.000006';'0.001529'
1600;'0.000006';'0.001662'
1600;'0.000007';'0.003548'
1600;'0.000007';'0.001529'
1600;'0.000007';'0.001762'
1600;'0.000007';'0.001817'
1600;'0.000007';'0.001683'
1600;'0.000006';'0.001577'
1600;'0.000006';'0.001554'
1600;'0.000007';'0.001634'
1600;'0.000006';'0.001590'
1600;'0.000006';'0.001578'
1600;'0.000006';'0.001603'
1600;'0.000007';'0.001663'
1600;'0.000007';'0.008525'
1600;'0.000007';'0.001621'
1600;'0.000007';'0.001841'
1600;'0.000007';'0.001821'
1600;'0.000007';'0.001772'
1600;'0.000006';'0.001822'
1600;'0.000007';'0.001588'
1600;'0.000007';'0.001608'
1600;'0.000007';'0.001758'
1600;'0.000006';'0.001593'
1600;'0.000007';'0.001303'
1600;'0.000007';'0.001503'
1600;'0.000007';'0.001678'
1600;'0.000006';'0.002003'
1600;'0.000006';'0.001381'
1700;'0.000003';'0.001330'
1700;'0.000003';'0.001831'
1700;'0.000012';'0.001891'
1700;'0.000003';'0.001685'
1700;'0.000003';'0.001639'
1700;'0.000002';'0.001853'
1700;'0.000003';'0.001500'
1700;'0.000002';'0.001740'
1700;'0.000003';'0.001593'
1700;'0.000003';'0.008437'
1700;'0.000003';'0.001661'
1700;'0.000003';'0.002112'
1700;'0.000003';'0.001846'
1700;'0.000002';'0.001677'
1700;'0.000003';'0.001553'
1700;'0.000002';'0.001578'
1700;'0.000002';'0.001598'
1700;'0.000002';'0.001589'
1700;'0.000003';'0.002020'
1700;'0.000003';'0.005719'
1700;'0.000003';'0.001391'
1700;'0.000003';'0.001648'
1700;'0.000003';'0.001939'
1700;'0.000003';'0.001623'
1700;'0.000003';'0.001544'
1700;'0.000002';'0.001593'
1700;'0.000003';'0.001532'
1700;'0.000003';'0.001628'
1700;'0.000003';'0.001598'
1700;'0.000003';'0.001686'
1700;'0.000002';'0.007355'
1700;'0.000004';'0.001614'
1700;'0.000003';'0.002385'
1700;'0.000004';'0.002185'
1700;'0.000004';'0.001773'
1700;'0.000003';'0.001667'
1700;'0.000003';'0.001674'
1700;'0.000002';'0.001647'
1700;'0.000003';'0.001655'
1700;'0.000003';'0.001376'
1700;'0.000003';'0.001389'
1700;'0.000002';'0.001633'
1700;'0.000003';'0.002250'
1700;'0.000003';'0.002032'
1700;'0.000009';'0.001731'
1700;'0.000002';'0.001747'
1700;'0.000003';'0.001748'
1700;'0.000003';'0.001607'
1700;'0.000003';'0.001662'
1700;'0.000002';'0.001689'
1700;'0.000003';'0.001401'
1700;'0.000003';'0.001395'
1700;'0.000002';'0.001673'
1700;'0.000003';'0.003675'
1700;'0.000003';'0.001748'
1700;'0.000003';'0.002458'
1700;'0.000002';'0.002012'
1700;'0.000003';'0.001638'
1700;'0.000003';'0.001627'
1700;'0.000003';'0.001795'
1700;'0.000003';'0.001435'
1700;'0.000002';'0.001466'
1700;'0.000002';'0.001764'
1700;'0.000002';'0.001745'
1700;'0.000003';'0.001703'
1700;'0.000003';'0.001726'
1700;'0.000003';'0.001733'
1700;'0.000002';'0.002050'
1700;'0.000003';'0.001668'
1700;'0.000003';'0.001654'
1700;'0.000003';'0.001676'
1700;'0.000003';'0.001665'
1700;'0.000003';'0.001680'
1700;'0.000003';'0.001691'
1700;'0.000003';'0.007324'
1700;'0.000003';'0.001530'
1700;'0.000003';'0.002035'
1700;'0.000002';'0.001938'
1700;'0.000003';'0.001618'
1700;'0.000002';'0.005305'
1700;'0.000003';'0.008338'
1700;'0.000003';'0.004024'
1700;'0.000003';'0.002051'
1700;'0.000002';'0.001998'
1700;'0.000003';'0.001900'
1700;'0.000003';'0.002177'
1700;'0.000003';'0.002270'
1700;'0.000002';'0.001801'
1700;'0.000003';'0.002114'
1700;'0.000911';'0.003120'
1700;'0.000003';'0.002240'
1700;'0.000003';'0.002963'
1700;'0.000003';'0.001728'
1700;'0.000003';'0.001964'
1700;'0.000003';'0.002109'
1700;'0.000003';'0.001748'
1700;'0.000003';'0.001771'
1700;'0.000003';'0.002201'
1700;'0.000003';'0.003208'
1700;'0.000003';'0.001459'
1800;'0.000007';'0.002001'
1800;'0.000007';'0.002237'
1800;'0.000007';'0.001808'
1800;'0.000007';'0.001955'
1800;'0.000007';'0.002545'
1800;'0.000008';'0.002210'
1800;'0.000007';'0.001478'
1800;'0.000008';'0.002424'
1800;'0.000007';'0.002242'
1800;'0.000007';'0.002326'
1800;'0.000007';'0.002497'
1800;'0.000007';'0.002294'
1800;'0.000007';'0.001694'
1800;'0.000007';'0.001660'
1800;'0.000007';'0.002354'
1800;'0.000007';'0.002347'
1800;'0.000008';'0.001839'
1800;'0.000008';'0.001687'
1800;'0.000007';'0.002395'
1800;'0.000008';'0.001772'
1800;'0.000008';'0.001745'
1800;'0.000008';'0.002008'
1800;'0.000006';'0.002628'
1800;'0.000007';'0.001900'
1800;'0.000008';'0.002768'
1800;'0.000007';'0.002113'
1800;'0.000007';'0.001738'
1800;'0.000007';'0.001765'
1800;'0.000007';'0.006456'
1800;'0.000007';'0.001920'
1800;'0.000008';'0.002126'
1800;'0.000008';'0.002136'
1800;'0.000007';'0.002038'
1800;'0.000007';'0.001876'
1800;'0.000007';'0.002000'
1800;'0.000007';'0.002741'
1800;'0.000007';'0.005189'
1800;'0.000007';'0.002214'
1800;'0.000008';'0.002603'
1800;'0.000007';'0.002602'
1800;'0.000007';'0.002716'
1800;'0.000007';'0.001825'
1800;'0.000007';'0.002140'
1800;'0.000007';'0.001847'
1800;'0.000007';'0.001720'
1800;'0.000007';'0.001790'
1800;'0.000007';'0.001879'
1800;'0.000007';'0.001917'
1800;'0.000007';'0.001967'
1800;'0.000007';'0.001993'
1800;'0.000007';'0.001854'
1800;'0.000007';'0.002333'
1800;'0.000007';'0.002004'
1800;'0.000067';'0.001945'
1800;'0.000008';'0.001827'
1800;'0.000008';'0.001914'
1800;'0.000008';'0.001819'
1800;'0.000007';'0.001810'
1800;'0.000051';'0.003124'
1800;'0.000007';'0.001803'
1800;'0.000007';'0.002467'
1800;'0.000007';'0.002229'
1800;'0.000007';'0.001730'
1800;'0.000008';'0.001841'
1800;'0.000008';'0.001817'
1800;'0.000007';'0.001987'
1800;'0.000007';'0.001873'
1800;'0.000007';'0.001796'
1800;'0.000007';'0.001750'
1800;'0.000007';'0.002488'
