'DIMENSIONE';'TIME_SINGLE';'TIME_MULTI'
19000;'0.000004';'0.002946'
19000;'0.000003';'0.001702'
19000;'0.000003';'0.003219'
19000;'0.000003';'0.001991'
19000;'0.000003';'0.001954'
19000;'0.000003';'0.001935'
19000;'0.000003';'0.001843'
20000;'0.000108';'0.002538'
20000;'0.000066';'0.002130'
20000;'0.000067';'0.002312'
20000;'0.000124';'0.002661'
20000;'0.000067';'0.002333'
20000;'0.000066';'0.001824'
20000;'0.000066';'0.002172'
20000;'0.000066';'0.002161'
20000;'0.000067';'0.002015'
20000;'0.000125';'0.001772'
21000;'0.000009';'0.002853'
21000;'0.000009';'0.017230'
21000;'0.000009';'0.002797'
21000;'0.000009';'0.002425'
21000;'0.000010';'0.002033'
21000;'0.000021';'0.002309'
21000;'0.000009';'0.006977'
21000;'0.000010';'0.001661'
21000;'0.000015';'0.002420'
21000;'0.000009';'0.002478'
22000;'0.000012';'0.002146'
22000;'0.000012';'0.002379'
22000;'0.000012';'0.002177'
22000;'0.000012';'0.002190'
22000;'0.000012';'0.002666'
22000;'0.000012';'0.002151'
22000;'0.000012';'0.003263'
22000;'0.000012';'0.003059'
22000;'0.000012';'0.002397'
22000;'0.000012';'0.002925'
23000;'0.000075';'0.002040'
23000;'0.000076';'0.002438'
23000;'0.000076';'0.002249'
23000;'0.000075';'0.006172'
23000;'0.000076';'0.002020'
23000;'0.000135';'0.002373'
23000;'0.000183';'0.002034'
23000;'0.000076';'0.002148'
23000;'0.000075';'0.002147'
23000;'0.000132';'0.002140'
24000;'0.000051';'0.001973'
24000;'0.000010';'0.009210'
24000;'0.000010';'0.003242'
24000;'0.000009';'0.002763'
24000;'0.000010';'0.002801'
24000;'0.000010';'0.002517'
24000;'0.000009';'0.002263'
24000;'0.000009';'0.002609'
24000;'0.000010';'0.002839'
24000;'0.000010';'0.002673'
25000;'0.000083';'0.004012'
25000;'0.000083';'0.002873'
25000;'0.000082';'0.002629'
25000;'0.000083';'0.002616'
25000;'0.000082';'0.002310'
25000;'0.000082';'0.002505'
25000;'0.000082';'0.001869'
25000;'0.000082';'0.003027'
25000;'0.000082';'0.002569'
25000;'0.000086';'0.002503'
26000;'0.000010';'0.002381'
26000;'0.000009';'0.001797'
26000;'0.000010';'0.002556'
26000;'0.000008';'0.002032'
26000;'0.000009';'0.001855'
26000;'0.000009';'0.003270'
26000;'0.000009';'0.003556'
26000;'0.000010';'0.003107'
26000;'0.000009';'0.001833'
26000;'0.000010';'0.001994'
27000;'0.000037';'0.002626'
27000;'0.000037';'0.002764'
27000;'0.000037';'0.002958'
27000;'0.000037';'0.005357'
27000;'0.000038';'0.002536'
27000;'0.000078';'0.002077'
27000;'0.000081';'0.002272'
27000;'0.000037';'0.002674'
27000;'0.000037';'0.002446'
27000;'0.000037';'0.001968'
28000;'0.000009';'0.002440'
28000;'0.000009';'0.002073'
28000;'0.000010';'0.002747'
28000;'0.000010';'0.002235'
28000;'0.000009';'0.002539'
28000;'0.000009';'0.002730'
28000;'0.000010';'0.002756'
28000;'0.000009';'0.002766'
28000;'0.000009';'0.003313'
28000;'0.000009';'0.003299'
29000;'0.000027';'0.003093'
29000;'0.000039';'0.003090'
29000;'0.000033';'0.002812'
29000;'0.000027';'0.001940'
29000;'0.000028';'0.002738'
29000;'0.000027';'0.002925'
29000;'0.000028';'0.003118'
29000;'0.000028';'0.005539'
29000;'0.000027';'0.002697'
29000;'0.000028';'0.002552'
30000;'0.000010';'0.002358'
30000;'0.000009';'0.002044'
30000;'0.000009';'0.002443'
30000;'0.000010';'0.002597'
30000;'0.000835';'0.002392'
30000;'0.000010';'0.004630'
30000;'0.000010';'0.002303'
30000;'0.000009';'0.002389'
30000;'0.000009';'0.002607'
30000;'0.000009';'0.002429'
31000;'0.000149';'0.002448'
31000;'0.000179';'0.002344'
31000;'0.000101';'0.005880'
31000;'0.000103';'0.003108'
31000;'0.000102';'0.002634'
31000;'0.000102';'0.002398'
31000;'0.000107';'0.002387'
31000;'0.000103';'0.002670'
31000;'0.000107';'0.002742'
31000;'0.000144';'0.002530'
32000;'0.000030';'0.004414'
32000;'0.000076';'0.002802'
32000;'0.000083';'0.002447'
32000;'0.000082';'0.002270'
32000;'0.000094';'0.002604'
32000;'0.000072';'0.002395'
32000;'0.000030';'0.013782'
32000;'0.000031';'0.003364'
32000;'0.000031';'0.008275'
32000;'0.000031';'0.003292'
33000;'0.000030';'0.003658'
33000;'0.000031';'0.002822'
33000;'0.000031';'0.003079'
33000;'0.000030';'0.004223'
33000;'0.000031';'0.003167'
33000;'0.000031';'0.003347'
33000;'0.000888';'0.002835'
33000;'0.000031';'0.004542'
33000;'0.000032';'0.002621'
33000;'0.000030';'0.002865'
34000;'0.000078';'0.002646'
34000;'0.000078';'0.002248'
34000;'0.000078';'0.003472'
34000;'0.000078';'0.004522'
34000;'0.000078';'0.003397'
34000;'0.000078';'0.002764'
34000;'0.000078';'0.002352'
34000;'0.000078';'0.003047'
34000;'0.000078';'0.002364'
34000;'0.000078';'0.008491'
35000;'0.000009';'0.003776'
35000;'0.000009';'0.002348'
35000;'0.000009';'0.002493'
35000;'0.000009';'0.002588'
35000;'0.000064';'0.002790'
35000;'0.000067';'0.008265'
35000;'0.000057';'0.003928'
35000;'0.000009';'0.002617'
35000;'0.000050';'0.002254'
35000;'0.000009';'0.002348'
36000;'0.000074';'0.002519'
36000;'0.000074';'0.003155'
36000;'0.000074';'0.006309'
36000;'0.000075';'0.003879'
36000;'0.000075';'0.002948'
36000;'0.000074';'0.002771'
36000;'0.000075';'0.002845'
36000;'0.000075';'0.008753'
36000;'0.000075';'0.004819'
36000;'0.000074';'0.003751'
37000;'0.000122';'0.003009'
37000;'0.000121';'0.002774'
37000;'0.000121';'0.002641'
37000;'0.000121';'0.006770'
37000;'0.000123';'0.002832'
37000;'0.000133';'0.003193'
37000;'0.000122';'0.002889'
37000;'0.000122';'0.002571'
37000;'0.000162';'0.002399'
37000;'0.000121';'0.004301'
38000;'0.000020';'0.004747'
38000;'0.000020';'0.003351'
38000;'0.000019';'0.003675'
38000;'0.000034';'0.003502'
38000;'0.000020';'0.002822'
38000;'0.000020';'0.003368'
38000;'0.000020';'0.004371'
38000;'0.000020';'0.004020'
38000;'0.000020';'0.003148'
38000;'0.000020';'0.003223'
39000;'0.000020';'0.002501'
39000;'0.000031';'0.002998'
39000;'0.000020';'0.003204'
39000;'0.000020';'0.003614'
39000;'0.000020';'0.003590'
39000;'0.000020';'0.002928'
39000;'0.000020';'0.003015'
39000;'0.000019';'0.002772'
39000;'0.000020';'0.002741'
39000;'0.000021';'0.008595'
40000;'0.000142';'0.004075'
40000;'0.000132';'0.002926'
40000;'0.000131';'0.003171'
40000;'0.000130';'0.002650'
40000;'0.000131';'0.002462'
40000;'0.000130';'0.008467'
40000;'0.000131';'0.004046'
40000;'0.000131';'0.003487'
40000;'0.000132';'0.003489'
40000;'0.000131';'0.003480'
41000;'0.000134';'0.003439'
41000;'0.000134';'0.008372'
41000;'0.000135';'0.004684'
41000;'0.000134';'0.002572'
41000;'0.000135';'0.002576'
41000;'0.000256';'0.003839'
41000;'0.000134';'0.003023'
41000;'0.000134';'0.008372'
41000;'0.000135';'0.003951'
41000;'0.000134';'0.002901'
42000;'0.000111';'0.002587'
42000;'0.000107';'0.003040'
42000;'0.000107';'0.003264'
42000;'0.000107';'0.004070'
42000;'0.000107';'0.002674'
42000;'0.000230';'0.003360'
42000;'0.000106';'0.002902'
42000;'0.000107';'0.002758'
42000;'0.000107';'0.003150'
42000;'0.000107';'0.004261'
43000;'0.000140';'0.004236'
43000;'0.000141';'0.003711'
43000;'0.000142';'0.002969'
43000;'0.000141';'0.002635'
43000;'0.000141';'0.002796'
43000;'0.000980';'0.002760'
43000;'0.000192';'0.003895'
43000;'0.000140';'0.003907'
43000;'0.000140';'0.003237'
43000;'0.000141';'0.003456'
44000;'0.000155';'0.003056'
44000;'0.000144';'0.003396'
44000;'0.000144';'0.003190'
44000;'0.000144';'0.003826'
44000;'0.000144';'0.003540'
44000;'0.000144';'0.002993'
44000;'0.000144';'0.002697'
44000;'0.000144';'0.003601'
44000;'0.000144';'0.003959'
44000;'0.000143';'0.005721'
45000;'0.000147';'0.004348'
45000;'0.000147';'0.003367'
45000;'0.000147';'0.003064'
45000;'0.000206';'0.000158'
45000;'0.000203';'0.000134'
45000;'0.000209';'0.000140'
45000;'0.000200';'0.000141'
45000;'0.000191';'0.000139'
45000;'0.000201';'0.000141'
45000;'0.000194';'0.000141'
46000;'0.000150';'0.000084'
46000;'0.000150';'0.000089'
46000;'0.000168';'0.000084'
46000;'0.000150';'0.000084'
46000;'0.000150';'0.000080'
46000;'0.000150';'0.000081'
46000;'0.000150';'0.000084'
46000;'0.000150';'0.000080'
46000;'0.001635';'0.000104'
46000;'0.000150';'0.000099'
47000;'0.000020';'0.000086'
47000;'0.000031';'0.000093'
47000;'0.000030';'0.000101'
47000;'0.000859';'0.000097'
47000;'0.001443';'0.000100'
47000;'0.000020';'0.000090'
47000;'0.000020';'0.002887'
47000;'0.000020';'0.004180'
47000;'0.000020';'0.000096'
47000;'0.000020';'0.000101'
48000;'0.000113';'0.000092'
48000;'0.000113';'0.000088'
48000;'0.000113';'0.000100'
48000;'0.000113';'0.000098'
48000;'0.000113';'0.000092'
48000;'0.000113';'0.000092'
48000;'0.000122';'0.000096'
48000;'0.000113';'0.000088'
48000;'0.000113';'0.000087'
48000;'0.000114';'0.000106'
49000;'0.000026';'0.000114'
49000;'0.000026';'0.000089'
49000;'0.000026';'0.000084'
49000;'0.000026';'0.000086'
49000;'0.000025';'0.000086'
49000;'0.000025';'0.000094'
49000;'0.000025';'0.000088'
49000;'0.000026';'0.000084'
49000;'0.000025';'0.000084'
49000;'0.000026';'0.000089'
50000;'0.000066';'0.000101'
50000;'0.000065';'0.004558'
50000;'0.000120';'0.006617'
50000;'0.000120';'0.000677'
50000;'0.000066';'0.000088'
50000;'0.000066';'0.000091'
50000;'0.000066';'0.000092'
50000;'0.000066';'0.000090'
50000;'0.000066';'0.000092'
50000;'0.000065';'0.000092'
51000;'0.000166';'0.000423'
51000;'0.000166';'0.000095'
51000;'0.000167';'0.000095'
51000;'0.000185';'0.000092'
51000;'0.000166';'0.000092'
51000;'0.000184';'0.000098'
51000;'0.000166';'0.000109'
51000;'0.000167';'0.000096'
51000;'0.000166';'0.000158'
51000;'0.000185';'0.000096'
52000;'0.000141';'0.000084'
52000;'0.000141';'0.000099'
52000;'0.000141';'0.000100'
52000;'0.000140';'0.000082'
52000;'0.000141';'0.000084'
52000;'0.000141';'0.000082'
52000;'0.000140';'0.000084'
52000;'0.000140';'0.000084'
52000;'0.000141';'0.000088'
52000;'0.000140';'0.000085'
53000;'0.000173';'0.000088'
53000;'0.000174';'0.004216'
53000;'0.000173';'0.004763'
53000;'0.000176';'0.002926'
53000;'0.000185';'0.000092'
53000;'0.000739';'0.000091'
53000;'0.000173';'0.000086'
53000;'0.000173';'0.000087'
53000;'0.000173';'0.000090'
53000;'0.000173';'0.000089'
54000;'0.000068';'0.000088'
54000;'0.000068';'0.000087'
54000;'0.000068';'0.000086'
54000;'0.000068';'0.000088'
54000;'0.000068';'0.000090'
54000;'0.000089';'0.000087'
54000;'0.000068';'0.000088'
54000;'0.000068';'0.000091'
54000;'0.000068';'0.000209'
54000;'0.000068';'0.000088'
55000;'0.000180';'0.000089'
55000;'0.000180';'0.000092'
55000;'0.000179';'0.000089'
55000;'0.000179';'0.000086'
55000;'0.000199';'0.000091'
55000;'0.000179';'0.000090'
55000;'0.000179';'0.000101'
55000;'0.000179';'0.000103'
55000;'0.000180';'0.000088'
55000;'0.000179';'0.000087'
56000;'0.000143';'0.003031'
56000;'0.000142';'0.002981'
56000;'0.000143';'0.000579'
56000;'0.000142';'0.000097'
56000;'0.000142';'0.000093'
56000;'0.000142';'0.000090'
56000;'0.000142';'0.000086'
56000;'0.000873';'0.000087'
56000;'0.000143';'0.000084'
56000;'0.000142';'0.000087'
57000;'0.000074';'0.000088'
57000;'0.000073';'0.000090'
57000;'0.000074';'0.000088'
57000;'0.000073';'0.000087'
57000;'0.000074';'0.000087'
57000;'0.000073';'0.000086'
57000;'0.000074';'0.000085'
57000;'0.000073';'0.000086'
57000;'0.000073';'0.000087'
57000;'0.000073';'0.000088'
58000;'0.000054';'0.000086'
58000;'0.000043';'0.000089'
58000;'0.000042';'0.000085'
58000;'0.000042';'0.000084'
58000;'0.000050';'0.000097'
58000;'0.000042';'0.000085'
58000;'0.000043';'0.000087'
58000;'0.000042';'0.000375'
58000;'0.000042';'0.000174'
58000;'0.000083';'0.000177'
59000;'0.000142';'0.000175'
59000;'0.000242';'0.000172'
59000;'0.000142';'0.007714'
59000;'0.000102';'0.004318'
59000;'0.000147';'0.000737'
59000;'0.000213';'0.000137'
59000;'0.000146';'0.000136'
59000;'0.000151';'0.000138'
59000;'0.000146';'0.000145'
59000;'0.000148';'0.000180'
60000;'0.000235';'0.000141'
60000;'0.000236';'0.000172'
60000;'0.000236';'0.000194'
60000;'0.000237';'0.000178'
60000;'0.000236';'0.000172'
60000;'0.000237';'0.000190'
60000;'0.000237';'0.000178'
60000;'0.000237';'0.000846'
60000;'0.000237';'0.000173'
60000;'0.000404';'0.000180'
61000;'0.000375';'0.000204'
61000;'0.000230';'0.005280'
61000;'0.000187';'0.003242'
61000;'0.000230';'0.000162'
61000;'0.000234';'0.000178'
61000;'0.000228';'0.000182'
61000;'0.000371';'0.000179'
61000;'0.000346';'0.000203'
61000;'0.000228';'0.000178'
61000;'0.000227';'0.000177'
62000;'0.000253';'0.000134'
62000;'0.000242';'0.000173'
62000;'0.000242';'0.000172'
62000;'0.000243';'0.000175'
62000;'0.000244';'0.000138'
62000;'0.000243';'0.000248'
62000;'0.000255';'0.000181'
62000;'0.000243';'0.000178'
62000;'0.000255';'0.000175'
62000;'0.000303';'0.000178'
63000;'0.000065';'0.000181'
63000;'0.000264';'0.000605'
63000;'0.000108';'0.000212'
63000;'0.000159';'0.000179'
63000;'0.000107';'0.000226'
63000;'0.000106';'0.000179'
63000;'0.000106';'0.000171'
63000;'0.000242';'0.002879'
63000;'0.000434';'0.000088'
63000;'0.000065';'0.000084'
64000;'0.000084';'0.000085'
64000;'0.000084';'0.000097'
64000;'0.000084';'0.000092'
64000;'0.000775';'0.000090'
64000;'0.000084';'0.000086'
64000;'0.000083';'0.000088'
64000;'0.000084';'0.000104'
64000;'0.000084';'0.000103'
64000;'0.000084';'0.000109'
64000;'0.000085';'0.000086'
65000;'0.000211';'0.000091'
65000;'0.000211';'0.000087'
65000;'0.000212';'0.000087'
65000;'0.000213';'0.000346'
65000;'0.000213';'0.000091'
65000;'0.000213';'0.000092'
65000;'0.000212';'0.000095'
65000;'0.000212';'0.003568'
65000;'0.000211';'0.000221'
65000;'0.000211';'0.000094'
66000;'0.000069';'0.000088'
66000;'0.000068';'0.000092'
66000;'0.000068';'0.000952'
66000;'0.000069';'0.000092'
66000;'0.000068';'0.000090'
66000;'0.000068';'0.000089'
66000;'0.000068';'0.000087'
66000;'0.000068';'0.000089'
66000;'0.000068';'0.000089'
66000;'0.000068';'0.000091'
67000;'0.000219';'0.000103'
67000;'0.000218';'0.000095'
67000;'0.000221';'0.000087'
67000;'0.000219';'0.000102'
67000;'0.000426';'0.004130'
67000;'0.000218';'0.000103'
67000;'0.000219';'0.000094'
67000;'0.000218';'0.000110'
67000;'0.000220';'0.000085'
67000;'0.000217';'0.000087'
68000;'0.000221';'0.000100'
68000;'0.000221';'0.000091'
68000;'0.000221';'0.000100'
68000;'0.000221';'0.000090'
68000;'0.000221';'0.000089'
68000;'0.000222';'0.000095'
68000;'0.000221';'0.000092'
68000;'0.000221';'0.000095'
68000;'0.000221';'0.000095'
68000;'0.000221';'0.000097'
69000;'0.000225';'0.000094'
69000;'0.000225';'0.000092'
69000;'0.000389';'0.000091'
69000;'0.000224';'0.003451'
69000;'0.000224';'0.000090'
69000;'0.000225';'0.000095'
69000;'0.000224';'0.000398'
69000;'0.000224';'0.000088'
69000;'0.000224';'0.000086'
69000;'0.000424';'0.000814'
70000;'0.000062';'0.000090'
70000;'0.000061';'0.000095'
70000;'0.000061';'0.000092'
70000;'0.000061';'0.000092'
70000;'0.001149';'0.000099'
70000;'0.000062';'0.000089'
70000;'0.000062';'0.000088'
70000;'0.000062';'0.000090'
70000;'0.000062';'0.000089'
70000;'0.000060';'0.000088'
71000;'0.000231';'0.000090'
71000;'0.000231';'0.000088'
71000;'0.000230';'0.000085'
71000;'0.000828';'0.000284'
71000;'0.000232';'0.000091'
71000;'0.000231';'0.000089'
71000;'0.000232';'0.000091'
71000;'0.000231';'0.000087'
71000;'0.001351';'0.003636'
71000;'0.000240';'0.000097'
72000;'0.000245';'0.000085'
72000;'0.000233';'0.000095'
72000;'0.000234';'0.000090'
72000;'0.000234';'0.000090'
72000;'0.000233';'0.000092'
72000;'0.000245';'0.000091'
72000;'0.000254';'0.000091'
72000;'0.000232';'0.000090'
72000;'0.000245';'0.000091'
72000;'0.000238';'0.000090'
73000;'0.000244';'0.000104'
73000;'0.001126';'0.000102'
73000;'0.000238';'0.000087'
73000;'0.000238';'0.000090'
73000;'0.000237';'0.000122'
73000;'0.000237';'0.000663'
73000;'0.000237';'0.000435'
73000;'0.000484';'0.000097'
73000;'0.000237';'0.000093'
73000;'0.000238';'0.000096'
74000;'0.000240';'0.000099'
74000;'0.000241';'0.000090'
74000;'0.000240';'0.000091'
74000;'0.000241';'0.000261'
74000;'0.000240';'0.000090'
74000;'0.000241';'0.000087'
74000;'0.000335';'0.000092'
74000;'0.000240';'0.000091'
74000;'0.000241';'0.000087'
74000;'0.000241';'0.000090'
75000;'0.000065';'0.000088'
75000;'0.000065';'0.000092'
75000;'0.000120';'0.000177'
75000;'0.000116';'0.000179'
75000;'0.000116';'0.000179'
75000;'0.000219';'0.000203'
75000;'0.000118';'0.000176'
75000;'0.000106';'0.000527'
75000;'0.000107';'0.000177'
75000;'0.000107';'0.000333'
76000;'0.000325';'0.000141'
76000;'0.000525';'0.003985'
76000;'0.000244';'0.000742'
76000;'0.000243';'0.000089'
76000;'0.000242';'0.000091'
76000;'0.000243';'0.000090'
76000;'0.000246';'0.000097'
76000;'0.000243';'0.000090'
76000;'0.000243';'0.000091'
76000;'0.000242';'0.000095'
77000;'0.000253';'0.000098'
77000;'0.000250';'0.000099'
77000;'0.000250';'0.000099'
77000;'0.000250';'0.000096'
77000;'0.000250';'0.000097'
77000;'0.000250';'0.000099'
77000;'0.000478';'0.003561'
77000;'0.000250';'0.000707'
77000;'0.000250';'0.000097'
77000;'0.000250';'0.000101'
78000;'0.000264';'0.000094'
78000;'0.000253';'0.000097'
78000;'0.000253';'0.000101'
78000;'0.000253';'0.000096'
78000;'0.000254';'0.000097'
78000;'0.000254';'0.000102'
78000;'0.000253';'0.000095'
78000;'0.000253';'0.000098'
78000;'0.000253';'0.000097'
78000;'0.000253';'0.000101'
79000;'0.000066';'0.000098'
79000;'0.000066';'0.000098'
79000;'0.000066';'0.000101'
79000;'0.000065';'0.000098'
79000;'0.000066';'0.000096'
79000;'0.000066';'0.000113'
79000;'0.000065';'0.000100'
79000;'0.000065';'0.000095'
79000;'0.000065';'0.000096'
79000;'0.000066';'0.000101'
80000;'0.000084';'0.000103'
80000;'0.000084';'0.000097'
80000;'0.000084';'0.000476'
80000;'0.000084';'0.000100'
80000;'0.000084';'0.000096'
80000;'0.000084';'0.000104'
80000;'0.000085';'0.000096'
80000;'0.000084';'0.000765'
80000;'0.000084';'0.000718'
80000;'0.000561';'0.000098'
81000;'0.000073';'0.000100'
81000;'0.000073';'0.000094'
81000;'0.000073';'0.000098'
81000;'0.000074';'0.000092'
81000;'0.000073';'0.000097'
81000;'0.000074';'0.000097'
81000;'0.000073';'0.000098'
81000;'0.000074';'0.000109'
81000;'0.000073';'0.000124'
81000;'0.000074';'0.000120'
82000;'0.000051';'0.000101'
82000;'0.000051';'0.000445'
82000;'0.000051';'0.000096'
82000;'0.000051';'0.000096'
82000;'0.000051';'0.000097'
82000;'0.000051';'0.000098'
82000;'0.000051';'0.000098'
82000;'0.000051';'0.000101'
82000;'0.000050';'0.000101'
82000;'0.000051';'0.000098'
83000;'0.000180';'0.003487'
83000;'0.000171';'0.004991'
83000;'0.001056';'0.000711'
83000;'0.000170';'0.000108'
83000;'0.000169';'0.000104'
83000;'0.000183';'0.000494'
83000;'0.000213';'0.000099'
83000;'0.000175';'0.000098'
83000;'0.000171';'0.000098'
83000;'0.000170';'0.000094'
84000;'0.000073';'0.000097'
84000;'0.000072';'0.000108'
84000;'0.000073';'0.000109'
84000;'0.000072';'0.000095'
84000;'0.000073';'0.000099'
84000;'0.000073';'0.000100'
84000;'0.000737';'0.000651'
84000;'0.000072';'0.000098'
84000;'0.000073';'0.000100'
84000;'0.000071';'0.000109'
85000;'0.000113';'0.000099'
85000;'0.000804';'0.000098'
85000;'0.000868';'0.000102'
85000;'0.000798';'0.000116'
85000;'0.000108';'0.000104'
85000;'0.000108';'0.000109'
85000;'0.000108';'0.000118'
85000;'0.000127';'0.000095'
85000;'0.000107';'0.000093'
85000;'0.000108';'0.000094'
86000;'0.000052';'0.000094'
86000;'0.000052';'0.003363'
86000;'0.000052';'0.000126'
86000;'0.000052';'0.000094'
86000;'0.000052';'0.001632'
86000;'0.000052';'0.000096'
86000;'0.000052';'0.000093'
86000;'0.000052';'0.000094'
86000;'0.000052';'0.000094'
86000;'0.000052';'0.000091'
87000;'0.000290';'0.000093'
87000;'0.000292';'0.000108'
87000;'0.000297';'0.000114'
87000;'0.000981';'0.000092'
87000;'0.000296';'0.000093'
87000;'0.000291';'0.000090'
87000;'0.000304';'0.000109'
87000;'0.000292';'0.000094'
87000;'0.000375';'0.000096'
87000;'0.000289';'0.000094'
